replicates,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
G19.iso3,0,0.32063,0,0.233541,0.349446,0.395053,2.06277,1.32427,1.17908,0.267654,0,0.339696,1.64308,0.608498,0.540146,0.89472,0.324871,0.34915,0.581686,0.588257,0.715564,0,0.872628,0.516587,0.763506,0.486637,0.519012,1.25251,1.28277,0.545854,0,0.55556,0.27548,0.965263,0.63167,0.520982,0,0.267116,0.454816,1.83041,0,0,1.03586,0,0.505615,0.651964,0.573966,1.00503,0.887221,0,0,0,0.453461,0.609241,0,1.41449,0.599709,0,0,0.336458,0,0,0.664051,1.32553,0.841987,0.726081,0.278677,0,0,0.565299,0,0.902425,0.315788,0.997334,0.360412,0.283591,0,0,0.253086,0.261615,0,0.509527,1.14855,0.612257,0.821736,1.18252,0.919306,1.40753,1.46373,1.02099,0.938119,0,0.74497,1.48906,0.548857,2.04914,0.610283,3.19593,1.83311,0.274374,1.02907,0.441566,0.668875,0.740269,0.904206,1.13467,0.450128,0.932023,1.01235,1.36279,0.321134,0.364784,0.656341,1.66261,0.507821,0.679507,1.4636,1.00721,0.228575,0.24781,0.623615,1.14953,0.918513,0.606408,0.285319,0.757848,0.857978,0.289924,0.236765,0.502138,0.279735,1.14395,0.987815,1.42762,0.541557,0.41881,0.853235,1.10934,1.32643,0.89742,1.16306,0.511791,2.41956,0.245327,2.17272,0.304064,1.31187,0.952125,2.04966,1.71493,1.0004,0.574672,0,0.442117,1.36542,1.02712,0.910515,0.641159,1.18442,0.360446,0.625757,1.48195,0.652824,0.253372,0.93638,0.485942,0.246968,0.408565,1.04857,0.40713,1.42495,0.409653,1.33181,1.09571,1.63608,1.57986,2.15946,0.995556,1.44613,0.808844,0.990466,0.936259,0.960758,1.72419,1.79992,1.53769,3.30733,2.09701,1.04554,0.945827,0.456406,0.915977,0.777363,1.27739,2.0836,2.41487,1.23482,0.951579,0.376927,0.41742,0.425358,0.210727,0,1.14795,1.06095,1.16451,2.77646,0.23018,0,1.18749,0.386448,0.549051,0.87085,0.522916,0.762557,1.01772,1.3579,0.966382,0.697311,1.17256,0.781463,0.59996,0.514015,1.24754,0.825437,0.433992,0.271069,0,0.487354,0.64268,1.47415,0.730543,0.56574,0.316899
G19.iso4,3.52302,3.98433,3.18107,3.0699,4.71129,3.26547,1.70131,3.53762,1.39677,2.72038,4.04647,2.18949,3.0152,4.93276,5.42586,4.34471,5.27923,3.98898,3.55806,2.37444,2.79723,3.84688,3.01446,4.32101,1.76203,2.20219,3.58405,2.60699,3.65342,2.67713,3.25532,2.787,1.11379,2.00231,2.53219,2.51467,3.61497,3.25405,3.03096,0.49345,2.65798,2.50466,2.03563,2.94142,1.94293,1.55744,2.73738,1.65967,2.13885,2.63786,2.44069,3.08904,1.43869,1.7226,1.89265,1.48774,1.56231,1.98439,2.85079,3.07088,2.75635,2.5494,2.43761,5.79394,5.23359,4.04737,1.06858,4.18489,3.27555,4.65148,4.18306,2.86934,3.2857,3.92364,5.07575,2.98964,6.60808,4.5868,3.81665,3.12478,2.70856,2.60524,4.04075,2.83193,1.38542,1.90242,1.56285,3.19143,2.3838,1.66019,1.84019,1.74077,1.72708,1.43134,3.04274,0.618154,2.06829,0.116308,1.80012,2.01391,1.68722,2.06085,2.58084,1.18596,3.37573,2.47314,3.16924,3.09965,1.13216,1.07381,1.31381,2.42103,3.1286,1.64127,2.75871,3.02551,2.36599,1.00049,1.73785,1.43116,1.64287,1.94952,1.91015,2.20103,2.34944,1.20381,0.983394,1.05709,1.38811,3.7486,2.86708,2.31918,2.30311,2.25822,3.40954,1.5999,1.45848,2.11335,3.5134,1.71192,1.47277,3.28203,1.33085,4.12386,2.15826,2.75189,1.65158,1.41007,1.12182,2.33022,2.81069,4.1459,3.99647,2.85923,1.41922,2.22818,3.88765,3.40944,3.01422,3.38128,2.46722,2.22505,2.12326,3.01964,0.570122,1.97616,3.47108,3.07787,2.15601,3.9083,1.64828,2.21062,0.875887,1.65815,2.30595,1.76577,2.68147,1.82368,1.64847,2.7967,1.88208,1.76133,2.06195,2.91264,1.63448,2.89795,3.21612,4.51173,5.83604,1.5308,3.30452,2.01995,4.27343,2.8602,2.51352,2.1997,2.98949,2.67661,0.712532,1.88337,2.14288,2.56178,3.69034,2.85544,3.91102,4.69188,3.56072,3.09704,2.46289,1.9992,3.2117,4.14301,3.128,3.33515,3.62409,2.15801,1.95347,1.98506,1.76934,0.997303,2.66588,1.70702,1.57775,0.131427,2.95667,3.33317,2.26056,4.4749,3.85382,3.82666,0,3.48445,4.19335,3.36836
G20.iso1,57.6192,61.3313,67.1071,25.9844,25.9453,22.9108,25.8187,26.7236,26.4691,53.6987,57.6854,54.3589,30.4805,28.9464,29.7482,30.6053,30.6173,35.9242,46.5232,50.0892,49.7697,27.313,30.0321,29.0203,26.4534,27.6331,29.6245,60.3295,55.0889,66.4777,32.1818,30.9973,31.7454,31.5788,31.0991,30.6254,59.7705,55.1899,57.6489,34.3611,32.568,31.1915,27.0816,27.1532,26.3092,37.9715,35.9934,34.4497,22.9675,21.5794,22.5041,24.8348,27.6468,21.6397,38.1298,40.4389,37.9192,27.8502,27.2752,28.264,24.5343,25.9317,25.4772,55.5888,59.133,57.313,21.1946,22.1846,22.204,25.9107,25.278,26.6219,45.6,49.898,48.4799,31.6442,31.6064,29.6516,31.9565,29.43,28.5595,19.2935,25.7147,23.368,14.88,13.9965,11.6592,16.2832,16.1906,14.1861,25.042,23.0838,21.085,11.3454,16.7431,14.462,13.0683,11.6808,10.9696,21.9599,19.2891,20.4622,11.4443,8.53149,10.2225,9.98038,8.32985,10.0439,27.2858,23.9975,25.9032,9.78675,8.86548,8.54232,8.2667,10.81,9.85055,17.6084,14.5712,19.8489,11.8951,12.2678,13.1964,14.4182,11.1287,12.9226,16.8815,17.9657,16.9604,14.811,17.5339,16.3179,14.6274,15.6983,13.7703,19.4637,19.5228,20.329,18.7581,17.2432,18.2945,19.8235,20.3875,17.3621,24.0328,17.0289,23.9921,18.0536,22.2907,19.3931,23.6234,20.6706,22.1232,54.4058,55.5956,54.5644,20.02,21.1371,19.2563,18.3922,21.4659,21.8187,39.924,41.7421,39.9927,14.7194,12.6328,14.72,15.9989,13.0189,16.051,31.6078,36.5273,33.4364,13.1246,14.1301,11.8425,11.6187,10.9266,14.2672,26.6692,30.7832,28.8606,13.8123,12.3163,12.2117,25.0813,26.3807,29.4971,39.9342,39.9721,39.2606,13.2306,12.8281,12.8957,13.3127,14.3322,11.0864,44.6528,48.0687,50.8352,18.7184,17.6905,17.6804,24.1445,23.6279,22.3939,37.8057,35.3152,37.8975,17.0929,17.547,19.4116,17.2449,16.5753,17.9083,42.449,46.5071,48.4203,18.0339,16.9762,17.787,14.7807,16.9324,16.1273,54.0169,60.3762,59.2588,20.0665,19.4326,21.7435,25.5825,23.4357,25.007
G20.iso2,24.6366,21.4989,18.6484,7.14493,8.86891,8.49485,10.3989,10.4346,9.64351,19.344,18.1148,21.8413,9.36887,10.8601,11.265,12.0602,15.1791,12.1737,16.0226,13.9438,14.4628,12.937,10.1768,10.4873,11.0783,11.0378,10.5907,17.6508,19.0299,10.298,8.12598,9.25815,8.10035,9.11558,8.20385,8.60874,14.2287,16.6538,15.1452,6.90595,8.82357,8.93165,8.05841,9.51545,9.06049,11.1087,13.0199,11.2849,5.14372,7.98829,8.07938,9.23184,6.54895,10.9887,12.1308,10.9203,11.1953,6.8185,8.44453,8.0365,5.88838,5.95474,6.63019,13.9701,11.3431,11.2457,5.31733,6.02883,5.85626,8.863,7.64009,7.94286,12.8861,12.8571,14.1693,11.6537,9.71438,14.1427,7.69325,10.1815,11.8222,16.9007,12.7528,13.9929,14.0913,14.6093,14.4413,11.8784,9.91877,12.8306,20.0524,25.6462,25.9944,17.534,13.7928,15.8431,16.448,17.81,15.9201,22.8499,24.2107,22.1065,11.3886,15.7904,13.3188,12.8998,15.5752,13.4006,32.2587,37.1335,32.4823,10.8423,12.489,12.3506,15.8189,12.0189,12.1008,15.2436,15.3446,13.1762,7.35846,7.05375,5.7822,7.7868,11.2959,9.76354,14.7495,12.4643,14.1721,9.31779,7.39814,9.25829,7.08519,6.65987,7.83608,12.207,14.5691,12.7111,12.7014,10.9652,10.51,9.65993,9.45941,9.68509,14.9324,19.4823,14.9638,12.9373,9.91032,10.0102,9.7805,10.9443,9.94079,20.8115,23.063,22.3435,9.17298,7.20372,8.4535,10.8528,14.8235,8.5473,23.6688,21.5388,24.0388,11.3232,12.9954,8.31256,11.7164,13.1464,10.7415,24.7421,22.8818,20.9555,11.9845,11.2258,13.3345,13.8997,12.2269,9.32596,22.9808,25.3628,21.6739,11.602,11.558,11.6873,27.3277,29.7858,22.8151,26.9307,27.6173,30.3454,11.2525,13.4536,11.8207,13.3183,11.8121,13.3693,19.0057,20.5431,18.2196,7.33816,10.1336,8.01011,13.123,10.0118,13.4899,13.4103,15.8259,12.5743,7.86854,9.07569,5.31625,7.26351,8.49876,9.08975,14.9022,16.3075,13.8181,7.86283,7.14606,7.08738,8.29422,5.95974,7.75212,22.3405,21.5612,18.9048,7.74998,9.12161,6.64857,13.0489,12.897,13.6553
G21.iso1,10.234,7.8897,8.47817,3.18046,3.12082,5.44124,3.24072,4.79883,5.2194,5.29051,6.03591,6.12583,3.41862,2.83723,3.46043,4.35229,4.65123,4.93758,5.66361,6.54405,4.83417,4.49237,4.80672,4.26811,4.86511,4.83865,3.95711,4.11252,4.45801,6.69819,4.87502,8.17225,4.10005,4.78104,5.5602,4.30685,5.59735,4.54655,5.01206,6.33209,4.17709,4.92519,4.19969,5.46084,4.12928,8.33961,6.94519,7.91818,3.31406,3.48599,4.083,3.44094,2.42356,3.6464,6.13016,7.82,5.32123,5.36396,3.71802,4.78752,4.11978,5.20172,4.18302,6.25555,6.85749,4.34771,2.02497,2.99411,3.2948,5.40735,2.82993,3.45721,5.35962,5.47228,5.27924,3.50706,3.57297,3.2961,4.40047,5.48512,5.0683,5.08514,3.59646,4.69523,5.49701,6.28696,5.95977,6.62321,6.42159,7.36922,8.22065,10.7213,8.59233,7.43935,14.6683,8.35463,7.08388,8.39234,8.08098,10.8571,11.5349,12.5046,8.92317,8.61039,8.18042,11.2511,9.846,10.2192,15.3252,18.5251,16.0829,11.2487,10.3996,10.811,10.0944,8.16839,7.32268,17.5032,14.7944,14.0169,8.00412,9.65715,10.3717,10.7049,8.54081,8.13387,16.4477,20.2326,18.8596,12.6328,10.5585,11.5888,9.83359,11.6102,11.0636,10.8909,13.6988,13.4757,10.6699,12.2414,8.46983,7.60844,8.9514,8.97096,12.8093,15.8664,14.3399,7.19408,8.96894,6.55365,8.27156,9.1257,8.10318,6.89485,6.41885,8.88915,5.92473,6.80214,5.39825,6.37769,5.61147,5.12855,7.0165,9.36967,9.27886,8.76803,6.57234,7.03292,4.82097,4.11518,5.84878,7.58284,9.27369,8.44104,5.82174,7.78478,6.78713,5.59628,5.41793,7.16805,8.71248,9.65831,9.21562,7.03018,6.87648,6.05036,7.10044,5.10616,8.15461,7.45168,9.49034,8.77185,6.38297,6.63249,6.25652,6.86727,6.0763,5.73819,7.77394,9.01042,7.15259,4.77248,5.10746,6.14132,7.92706,3.69105,6.49496,7.05048,6.79445,6.9934,3.74849,2.55708,3.24723,4.58437,2.69545,3.9156,7.68765,6.4905,7.83912,3.71782,2.50263,2.3972,3.82807,3.17572,4.02486,7.49596,7.46303,7.63212,3.6084,6.74653,5.51083,6.26827,5.39042,5.9287
G21.iso2,8.97714,10.5143,11.3153,7.59559,6.66166,5.57089,7.48366,7.17276,6.61646,9.21776,8.73448,8.15566,8.28649,5.93719,8.10077,7.52166,6.67679,6.02833,9.30891,6.85669,8.05013,7.6142,7.24367,7.58606,6.3906,5.76697,7.55883,9.99034,10.8129,9.16436,7.32403,5.82128,8.11762,6.26102,6.67352,6.78851,6.72965,7.44764,7.03556,4.12447,5.24634,5.5352,6.31274,4.65169,5.51005,6.46334,8.04973,7.17815,7.2653,7.93283,7.50816,8.1736,9.22808,5.00733,10.8745,10.0035,11.2062,8.05008,9.60139,8.87845,8.53912,6.28774,9.09091,10.7117,10.1921,10.7935,9.04136,9.67878,8.12203,6.43017,9.38906,8.07544,9.48417,10.0253,9.6069,8.93052,9.05438,8.96664,8.81248,7.31329,7.4465,4.68498,8.0121,7.13075,6.45466,6.56875,5.56369,5.83148,5.15931,3.45341,7.86,6.09265,7.58292,4.23908,8.4181e-07,5.88822,6.56681,3.10924,3.46369,4.43562,2.69017,5.13985,4.46608,3.94105,4.24738,2.64653,2.3133,3.84902,8.42655,4.91941,10.6953,2.8049,4.7423,4.59699,5.53811,6.12454,6.23982,6.17589,8.52532,7.55637,8.62835,5.9264,6.83084,4.5145,6.15085,6.84773,11.7435,7.36126,9.40898,5.12349,7.32365,5.91624,6.40912,4.98093,5.92469,11.3234,11.3184,7.98938,6.48345,3.28489,7.20159,7.66319,6.63308,6.4253,5.48452,4.20119,4.53293,5.18518,3.61648,5.17047,5.31807,3.75583,5.82444,10.4575,13.8746,9.85097,5.43355,3.15847,5.29885,4.39266,4.79427,5.64644,9.14976,6.46787,6.4714,0.995185,4.16331,3.5963,4.47118,4.99769,4.37265,7.24497,4.14319,6.2624,3.83931,3.39791,3.96089,3.99681,4.39249,3.66895,6.7655,3.4051,4.97565,4.19967,3.99706,3.36193,1.95069,9.12062,5.8508,8.81248,7.29414,5.85862,4.45953,5.17547,4.59412,3.7919,5.42305,4.16071,9.0262,9.9353,11.7761,6.68286,6.2284,4.76439,4.95978,6.66582,6.37706,5.31567,8.31916,8.30081,6.11468,6.17662,5.66695,4.95687,6.79063,6.02435,8.42711,10.4339,7.53259,4.54945,6.45659,5.0203,4.42118,5.64124,4.72339,8.09068,8.07324,9.37088,6.72145,3.90281,4.33939,6.4495,7.53696,6.72481
G21.iso3,0.497174,1.14295,0,0,0.383798,6.05975e-08,0.59492,0,0,0,0.542708,0,0,2.7747,0,0,0.798957,1.36439e-08,0,0,0.947399,0,0,0,0,0.43209,0,0,0.702363,0,0.699325,0,0.629856,0,0,0,0,0,0.678095,0,1.41166,6.47698e-05,0,0,0.369777,1.01632,1.0196,0,0,0,0,0,0,1.67039,0,1.61814,0.96386,0.619962,0.447379,0,0,1.56423,0,0.559315,0,2.83036,0.760243,0,0,0,0,0,0,0,0.586785,0,0,0,0,0,0,1.62403,1.94443,0.506876,0,0,0,0,0,0,1.89175,1.90631,1.39016,0,7.92612e-06,0,2.21355e-09,2.39694e-09,0,0,1.78425,0,0.689906,0,0.442932,0.372985,1.46276,0,1.97171,2.43444,0,0,0,0,0,0.406828,0.408047,0,0,0,0,2.13894,0,0,0.435418,0,0.714311,0.518627,2.72317e-10,0,0,0.942185,0,0,0,0,0,1.53965,0,3.00404e-08,0.651297,0,0,0,0.812905,0,0.642191,0,0.00475533,0.00190832,0,0,0,1.11292,6.12321e-09,0,5.08234e-06,0,5.41284e-10,0,0,0,0.513999,0,1.22473,0,0,0,0,0.639908,0,0,0,0,0.499351,0,0.569975,0.000574405,0,0.407914,0,1.27817,0,0,0,0.635942,0.026496,0.000396573,0,4.81611e-06,1.8034e-07,1.11281,0,0,0,0,0,0,0,0.541711,0.700671,0,0.464882,0.47032,6.02742e-07,2.03528,0.865468,0,0.646415,0,0,1.00402,0.38068,0.67835,0.511054,0,0.909321,0,0,1.61435e-08,0,1.11682,1.14804,0.694332,0.728908,0.888878,2.18228,0,0,0,0,0,0,0
G22.iso1,1.24768,2.89593,1.06618,0.212802,0.443305,1.1546,0.320934,0.678297,1.16447,3.6389,2.51558,1.69593,1.08299,2.05627,2.26892,1.76256,1.23228,1.39694,1.62207,1.0436,2.15133,0.492306,1.32232,0.743134,0.602093,1.13812,1.31402,2.29059,1.8109,2.07079,0.994189,1.08418,0.41329,1.37402,0.796437,1.62827,1.88231,2.12335,0.639496,2.04121,1.68978,1.63465,1.00927,0.901695,0.407728,0.597223,1.34559,1.00407,0.606642,1.57668,0.344204,0.839293,0.252763,0,1.34273,1.88517,0.487302,0.915966,0.670258,0.31252,0,0.457218,0.327691,0.767293,0.956969,1.55387,1.8459,1.14741,0.484723,0.435538,0.674734,0.569179,1.43256,1.94034,2.28115,0.944969,0,0.596518,0.494869,0,0.518118,0.581239,1.38463,1.49642,1.93338,2.24019,1.31073,1.45939,1.06189,1.10061,1.12948,1.26381,1.95305,0.704986,2.00227,0.319826,0.475397,1.15507,0.845001,0.1657,0.881869,0.730159,0,0.552283,0.957612,0.568519,1.34889,0.722915,0.492226,0.412679,1.26444,0.221584,0.379842,0.638867,0.450957,0.501304,0.397119,0,0.840496,0,0.292179,0.117029,0.53038,0.860601,0.412819,0.23042,0.283423,0.833488,0,0.547238,0.67926,0.624153,0.754691,1.12714,0.896996,1.66314,0.887854,0.77703,0.503181,0.58218,0.626968,1.90352,1.77327,0.352831,0.753924,0.50858,0.829092,1.29542,1.38073,0.602561,1.29602,0.600735,1.12738,1.4599,2.76413,1.70963,1.60115,0.790373,0.706292,0.686354,1.35947,0,0.823248,0.835129,1.99352,0.652445,1.8888,0.918996,1.58673,1.35229,0.983565,2.13208,1.91085,1.25875,1.06044,1.00772,0.87082,0.862385,1.62798,0.928116,1.742,0.659921,0.370697,0.852608,1.4435,1.28464,1.72886,1.90089,0.942882,2.14421,1.30679,1.75046,0.388508,1.16722,0.995931,0.934943,1.25662,0.739524,0.979241,1.55649,1.29007,0.538108,1.2959,1.41442,1.32216,1.3124,0.612244,2.09283,1.53691,2.76921,1.20725,1.19033,0.399992,0.700677,1.32183,2.0024,2.39947,1.26557,1.90013,1.09196,1.67744,0.729911,1.53503,0.669709,1.05449,1.99709,1.98278,2.91939,2.57821,1.36727,2.0175,0.787442,1.26133,1.44
G22.iso2,0.924163,0.556751,2.18504,1.95378,1.04165,1.23565,2.70413,1.67822,1.67354,0.512503,0.918666,0.904253,1.76775,1.56032,0.538533,0.90233,1.11967,1.7801,1.53175,0.708928,0.98289,0.87297,1.71898,2.65479,1.53975,0.915156,2.3934,0,2.06498,2.36356,2.13255,0.836702,1.81397,0.684287,1.80001,1.7329,1.8458,0.576582,1.14593,0.790455,0.88336,1.23361,1.75528,1.62319,0.490928,0.853696,0.985314,0.818917,0.825979,0,1.21685,0.716601,1.13626,1.46969,0.415998,1.43862,1.2487,1.72562,2.56725,2.2264,0.9959,1.467,2.62564,1.43877,1.52074,0.824094,1.25239,1.36604,2.1618,2.08637,1.00613,0.989103,1.6824,2.62321,1.67856,1.3858,2.56386,1.2485,1.39787,1.50014,1.5418,0,0,0.810719,0.604735,0,0.283329,0.473561,1.10921,0.212355,0.551646,0.266778,0,0.252974,0.19382,0.199371,0,0,0.187633,0,0.759575,0.523764,0,0.273815,0.17489,0,0,0.253519,0.491076,0.650659,0,0,0,0,0.256493,0,0,0.52143,0,0.7689,0,0,0,0.690216,0.539267,0.259942,0,0,0,0.205154,0.190578,0.145968,0.506465,0,0.408378,0,0,0,0.162997,0.706764,0.266969,0.398272,0,0.541653,0,0.145915,0.237119,0.767664,0.426921,0.323969,0.491375,1.24343,0,0.875389,0.304472,1.06102,0,0.748043,0.501865,0.91678,0,1.39713,1.04129,0.539568,0.213209,0.763126,0,0.487432,0,0.561872,1.50903,0.255817,0.221182,0,0,0.557744,0,0.81001,0,0.388428,0.164577,0.485113,0,0.169716,0,0.587073,0,0,0,0,0.564783,0.239549,0,0.152025,0,0,0,0.350353,0.416845,0.260067,0.778019,0.259699,0.245751,0.351225,0.289785,0.348361,0.548266,1.06726,1.60463,1.23378,1.17586,0,1.06414,1.3648,1.1518,0.333852,0.976702,0.835982,0.283568,0.711825,0,0.866381,1.34707,1.19439,0.986838,1.36108,0.83211,1.21375,0,0.471058,1.03118,0.337426,0.558865,1.13955
G22.iso3,2.20374,2.55235,1.47252,1.97584,1.75978,1.01856,1.09404,1.77664,1.33169,0.575357,1.42939,1.74125,1.23847,1.10011,1.50953,0.941476,1.85481,1.14338,0.766278,2.94423,2.8763,2.05426,1.98392,1.40941,1.7481,2.90822,0.520966,2.22476,1.76273,1.82709,1.57342,2.30618,2.2746,1.51546,1.75626,0.909165,2.45578,1.30903,1.84107,0,3.00528,1.64205,0.78232,1.01029,1.92835,3.31371,2.96682,2.29631,1.44315,2.17882,1.23021,2.0442,2.15148,2.91786,1.73271,1.47385,1.57007,1.0384,1.41199,3.19085,1.81732,1.68465,1.41873,2.63483,3.64627,2.55769,1.45517,1.79603,1.63704,2.56216,2.6155,1.42472,1.72951,2.01299,1.17404,2.94747,2.65344,3.06303,2.87156,2.60019,1.90618,2.24754,1.86526,0.510414,0.700754,1.18831,0.839461,1.13398,0.65282,0.443593,0.540574,0.423624,0.761567,0.713618,0.300742,0.454413,0.938892,0.866037,0.912745,0.936363,3.06248e-09,0.449047,1.09021,0.45576,0.708462,0.359834,0,0.315852,1.00705,0,0,0.908586,0.549609,0.1792,0.985237,1.02419,0.65763,0.900363,0.247389,0.524135,0.582893,0.576622,0.301376,0.326821,0.765704,0.590624,0.523308,0.402432,0.732045,0.982389,1.38228,0.649291,0.54883,1.12532,1.15567,0.16349,0.726615,0.666667,0.516251,1.14638,0.897474,0.913252,1.08095,0.810343,1.2028,1.18211,0.715435,0.297334,0.61598,1.51406,0.686567,0.898129,1.01885,1.11571,1.01291,1.11766,1.25213,0.937784,0.943304,1.85455,1.99371,1.65278,0.453464,4.0049e-08,0.700667,1.24185,0.606105,0.554497,1.24101,0.71638,0.246919,0.852931,1.25538,1.99158,0.588929,0.230704,0.429912,0.67397,0.665141,0.636505,0.965094,1.16846,1.54295,0.600731,0.903998,0.643929,1.64985,1.32247,1.35778,0.738782,1.26665,1.19435,1.70631,0.434085,1.48968,0.962816,0.984382,1.86507,1.00771,1.8918,1.41456,1.67696,1.45723,1.37531,2.11567,2.59571,2.17057,1.46658,1.75656,0.607704,1.15206,1.88893,1.78246,2.10607,0.706711,1.73149,0.614152,1.93782,0.903709,0.736215,1.82429,1.1764,1.36194,1.5606,0.537433,1.01397,2.20283,1.05158,1.6227,2.26155,1.30044,2.18753,1.40765,1.2972
G23.iso1,0.000254717,0.58381,0,0.119068,0.165056,0.116192,1.24496,0.611893,0.236093,0.157336,0,0.318364,0,0,0.374267,0.00624287,0.00751591,0.504445,0.656748,0.0127846,0.231599,1.12176e-09,0.340428,0.512583,0.414818,0.801758,0.476933,0.727638,0.197998,0,0,0.673959,0.146453,5.46226e-06,0,0,0,0.442168,0.115154,0.187544,0.165722,0.52762,0.461058,0.472988,0,1.29581,1.49588,0.998377,0.84799,0.460383,0.848249,1.98972,2.7093,2.65958,0.323593,0.565963,1.19778,2.78292,1.789,2.23951,1.01762,1.46653,0.72606,1.03394,0.683795,0.244548,0.296456,0.102433,0.0204854,0.355482,0.554812,0.960695,0.587783,0.545853,0.220391,0.865016,0.558483,0.267173,0.286633,0.14055,0.443989,0,0,0,0.394436,0,0.384414,0.569101,0.00592753,0,0.255768,0,9.5789e-07,0,2.37603e-05,0,0.875389,0.218172,0,0.0438639,0.413433,0.231113,0,0.378171,0,0.0695995,0,0,0.127583,0,0,0.0673694,0,0.196026,0.210872,0,0.156033,0.53999,0.07728,0,0.138107,0.580946,0.0845796,0,0.380015,0.471995,0.138562,0.27829,3.84428e-07,0.64173,0.0716047,0,0.509902,1.44909,0.176857,0,0.122513,0.893641,0.135011,0.432575,0.0176529,0.62306,0.0887915,0.178421,0.0244674,0.0537325,0.43265,0.315331,1.62676e-07,0.520931,0,0.627211,0.00337991,0.714493,0.263695,0.265665,0,0.31119,0.0921479,0.692337,0.639683,0.209765,0.841463,0,0.203059,0.702992,0.118451,0,0.37058,0,0.27212,0.563676,0,0.721521,0.437738,0.237995,0,0.320384,0.0937208,0.149786,0.000308585,0.135873,0,0,0.0520074,0.615409,0.565048,0.283862,0.195187,0.457332,0,0.315939,0.000167288,0.455073,0.782255,0.0129605,0.00596915,0,0.828169,0.364386,0,0,0,5.10582e-10,0.13152,0.803886,0,3.9702e-05,0.325444,0.32816,0.552371,0.7414,0.336993,0.849922,0,0.122838,0.625573,0.289207,0.441616,0,0.626597,0,0.189453,0.00182206,0.289732,0,0,0.235562,0.710471,0.372454,0.0165429,0.387328,0.164269,0.290838
