replicates,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
G6.iso6,7.5761,8.08035,9.60455,6.48155,7.69609,7.79325,7.90411,8.13918,9.24995,6.02692,7.6569,6.44745,9.62942,8.19857,9.66214,9.20723,9.65028,8.2835,6.92665,6.68535,5.62262,10.6348,10.95,9.54034,8.05839,10.1545,8.19029,6.0481,6.35569,6.12389,6.81556,8.43696,9.12556,8.05968,6.72156,8.5792,6.81488,4.88306,3.20363,6.65752,7.69334,6.78475,6.25333,6.79785,8.60486,7.00923,10.1244,7.33429,5.61547,9.5718,9.18584,5.14011,4.4913,7.40987,7.85068,7.11519,6.95916,3.8524,8.44888,6.15254,6.72373,6.2367,5.4464,10.9123,6.80842,5.81302,8.85451,6.10215,6.71184,6.95703,6.45552,5.4708,10.3881,4.22425,7.20917,6.39319,6.06974,8.50935,6.36516,7.63703,7.82456,4.48337,6.57337,6.36109,6.27043,4.32903,5.53528,8.7231,7.04452,7.00715,4.11909,5.1867,3.15321,6.67148,3.38696,2.80761,4.95536,4.15531,2.98157,4.70247,5.77337,4.59281,3.28841,5.35452,1.95268,3.46533,2.00675,4.11165,5.53106,2.99907,4.18095,2.00215,3.58508,5.30911,4.74466,5.30455,5.98266,7.98289,7.8434,7.5776,3.52052,5.25011,3.70105,4.80807,7.10644,5.89413,5.67794,7.29101,7.17462,7.37719,4.7547,6.08792,5.32643,4.79573,5.57413,9.70544,5.37459,9.27308,7.38505,6.31303,7.95062,7.66483,8.62057,8.42172,5.50397,10.0359,6.42817,6.1208,7.56143,6.76515,6.52917,8.12271,6.08375,11.3188,8.98827,9.07641,7.02435,4.18183,5.38461,6.37019,7.36587,5.1586,12.9011,7.92566,7.79894,6.24489,4.60405,6.6418,6.31328,5.63952,6.86021,6.31833,6.42416,5.99373,6.11615,5.63544,4.40397,7.18266,4.23087,5.70119,4.41627,5.2377,6.30367,4.87654,4.64445,8.20088,5.08499,6.88562,6.57402,3.21999,2.46417,5.61627,4.51032,5.1901,3.22013,3.85703,3.55895,2.67438,9.0002,10.42,6.46089,4.62058,3.27974,4.42774,2.03538,3.83896,4.05432,5.32011,7.86131,7.15099,5.75116,5.16051,3.02523,3.95492,4.32648,3.04514,7.33867,6.55945,7.68154,5.08626,4.03188,5.4992,6.44993,5.09653,3.50666,7.17483,8.43602,10.8247,6.09456,3.90029,5.58215,8.55798,5.99292,6.65149
G6.iso7,2.35725,1.09303,2.23099,1.028,0.941441,2.54729,2.58596,2.48405,0.674111,0,0.625559,0.346362,1.1318,0.766469,0.714133,1.20745,0.820982,0.834794,1.35861,0.856428,2.67024,0,0,0.438242,1.5643,0,0.389052,2.19376,1.51746,2.47602,0.963899,0.520941,0,0.356496,0.369621,0.945024,0,0,0.658092,0.348837,0.435935,0,0.367197,0.282859,0.593785,1.06487,1.44244,1.46373,0.929447,0.877248,1.68197,0.90035,1.08284,0.740001,2.31857,1.66851,2.57566,0.72263,1.16566,0.41842,1.60294,0,1.40968,0.5217,1.09584,3.06863,1.16667,1.44491,1.6424,0.425911,1.6145,1.53272,0.869503,0.472534,2.12913,0.533933,1.59114,1.21931,1.00159,1.70315,1.88407,0.901632,0,0.329241,0.277818,0.332819,0,0,0.409499,0.320389,0,0.804831,0.499221,0.417583,0.358416,0,0.275357,0,0,1.00022,1.33683,0,0.534981,0.416563,0,0,0,0.291191,1.19479,0.369009,1.54001,0,0.433787,0.371681,0,0.316979,0.330483,1.24276,0.849219,0.88643,0.784281,0,0,0,1.13383,0.333873,2.04926,0.389023,1.07595,1.96807,0.395337,0.274339,1.27717,0.290206,0.339431,1.25045,0.931059,1.25048,1.38164,0.972741,0.583016,1.17065,0.762887,0.677546,1.55192,0.826226,0.819553,1.10434,0,0.98195,0.980369,1.43719,0.952603,1.05622,1.19007,2.37893,0,0.724522,0,0,1.26975,0.799661,0.785709,0.758283,0,0.430136,0,0.599537,0,0,0.384308,0.40901,0,0.366329,0,0.860789,0,0,0,0.287722,0.312926,0.844007,0.588034,0,0,0,0,0.418012,0.599793,0.425365,0.753991,0.632947,1.03147,0,0,0.222198,0,0,0.418059,0.391692,0.708042,0.998651,0.373365,0.75535,0.355766,0,0,0.354471,0.70521,1.27749,0.29016,0,0,0.634394,0,0,0.303619,0.950392,0.351859,0,0,0.752476,0.406492,0,0,1.20435,0.924369,1.12284,0.535255,0.35156,0.773716,0.572605,0.630829,0
G7.iso1,71.5793,72.603,72.1018,17.2732,17.9772,18.8127,23.7699,23.1251,23.5794,0.658999,0.728184,0.889466,0.147355,0.136446,0.0622725,0.117969,0.126409,0.208797,0.0336861,0.0362123,0.0323246,0.09774,0.080037,0.0547133,0.015017,0.0158907,0.0454194,0.16877,0.135563,0.119311,0.163539,0.133382,0.0859349,0.074332,0.078366,0.0743192,0.0349335,0.206115,0.066109,0.124027,0.107757,0.111018,0.0273515,0.11516,0.0682985,11.2064,13.3192,11.8453,8.34243,8.21519,8.28237,7.73187,6.96608,7.50881,48.3989,49.3594,48.1021,39.4788,42.0866,40.9201,37.7549,38.0505,38.0838,98.8947,95.8986,97.8575,65.8913,65.6483,67.4749,69.3609,71.0336,71.3381,40.5997,42.1461,41.5923,25.3474,26.368,26.6814,27.9767,29.349,29.502,7.87191,8.35167,7.71415,1.89921,2.32543,2.16434,2.42942,1.90171,2.22728,2.61808,3.13854,2.11995,0.774473,0.666334,0.615899,0.793473,0.67962,1.06628,1.8759,1.59821,1.77534,0.548533,0.231811,0.209519,2.32073e-09,0.624062,0.202998,3.63342,3.08592,2.94906,0.584134,0.540575,0.480823,0.42131,0.334024,0.199184,116.642,112.594,117.353,74.3255,75.197,75.6122,83.5589,82.5057,84.8447,237.869,237.306,241.011,101.521,103.448,101.574,109.502,112.094,112.493,183.124,189.209,182.172,114.958,112.904,116.633,94.2082,93.6389,93.111,188.338,186.96,183.918,81.1181,82.7834,80.832,78.7262,81.831,78.3936,72.69,72.038,73.442,67.7369,67.2745,67.6491,59.6353,60.1204,62.6041,38.2985,38.2839,37.8038,35.7031,34.5112,35.0449,31.6596,30.9226,32.2149,8.10297,7.4611,8.06798,19.9662,20.5072,19.688,17.9546,16.635,17.6975,8.92978,7.95846,7.86511,9.03602,9.06594,10.0593,6.67929,5.8866,5.58819,2.28312,3.19995,3.14465,3.25356,3.05705,4.01842,7.52398,7.16462,7.26963,66.8235,67.776,68.4234,50.5086,50.9737,52.1798,49.0001,49.1445,48.6738,57.8305,57.5263,57.5408,66.1347,63.9458,66.9751,61.6734,62.8417,63.3047,77.2911,81.7995,78.789,60.2922,61.904,63.4808,68.0678,67.9907,67.1642,53.7268,55.5229,55.6849,50.3195,51.9403,50.1071,61.7914,61.4759,61.7671
G7.iso2,0.839082,1.23603,2.10638,1.11626,0.463126,0.493093,0,1.39698,0.223576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635194,0.738311,0.272158,0,0,0.211328,0,0.493069,0,1.2363,0.471187,0.356419,0.533814,0.324384,0.667098,0.199012,0.509872,1.00646,1.59383,3.34445,1.63796,3.01491,1.64601,1.24729,1.85791,2.00111,2.04175,0.313836,0.35877,0,0.740912,0,0.637517,1.2281,1.07607,0.738098,0.305879,0,0.261733,0.361202,0,0,0,0,0,0,0,0.229794,0,0,0,0.225807,0.129877,0,0.217898,0,0,0,0,0,0.362719,0,0.148446,0,0,0,0,0,0,0,0,0.14235,1.64311,3.40651,1.0609,1.59264,1.78525,1.60887,1.52254,1.9198,1.70483,4.11143,5.29837,3.08107,3.43397,1.69558,2.61199,2.8604,3.33114,1.08676,2.68721,4.37914,5.83501,2.01758,4.70237,3.65297,2.24025,3.47507,3.3519,4.42119,3.2513,5.32659,3.18755,2.91795,2.8821,3.2557,2.28191,3.41542,1.12369,1.36737,0.81512,1.55838,1.78606,1.90659,3.42699,1.07742,1.17271,1.50695,0.339668,0.99456,0.476285,0.75955,0.861513,0.933724,1.72342,0.628212,0,0.656385,0.310235,0.770209,0.872046,0.91323,0.192482,0.56042,0.443581,0,0.243546,0.337396,0.355063,0,0.174641,0,0,0.5621,0.53132,0,0,0.223668,0.243935,0.168162,0.1965,0.21707,0,0.613739,0.587873,0.306874,1.76467,1.88851,0.64902,1.20854,1.53616,1.6074,1.7623,1.52141,1.16494,1.42109,1.67016,0,2.73679,2.18389,1.4507,0.567639,1.25572,1.7736,1.93013,1.72596,1.05817,1.99358,1.23008,0.825678,0.890659,0,0.663132,0.486037,0.278165,0.906591,1.68692,1.63163,1.02692
G8.iso1,8.83207,8.79835,7.19469,4.27508,3.29893,2.76497,3.28074,4.8128,7.0979,7.88362,5.28724,7.94728,4.25759,6.44212,4.68815,6.72884,4.09756,4.49923,7.9945,6.06925,5.9236,1.74417,5.17904,2.15671,2.97267,4.13129,4.29056,6.59285,6.72672,7.60039,4.13198,4.67254,6.76401,5.21411,5.4326,5.40193,4.61007,4.66014,5.22343,5.94633,3.25678,3.96471,2.4239,2.89508,1.95012,5.09168,7.39258,6.05212,4.88132,3.77849,4.67268,4.67967,5.51139,7.68477,5.90422,6.54451,5.62274,3.44107,4.06337,5.27771,3.78515,4.61137,4.87031,7.08752,4.33928,5.05026,3.7438,4.37337,1.86082,3.61492,2.77112,2.94947,5.71805,5.79137,5.16647,5.39019,6.08566,4.61431,4.06141,3.23166,7.39904,4.17288,0.423131,1.05102,1.70522,2.2098,2.34389,2.19917,1.80272,3.05804,2.16805,5.01047,3.20452,3.44678,2.80943,1.31059,0.97302,1.09222,2.63179,3.0376,2.64381,3.19978,1.60143,2.60617,3.99025,1.20544,2.50275,1.49515,2.78797,2.9823,1.84937,1.12166,0.738587,1.82353,1.15872,1.05323,3.04633,1.52677,2.16741,1.13998,1.58331,1.43938,1.48074,1.35819,1.8475,1.2485,1.16344,1.02802,1.60691,1.16537,1.5635,2.75467,1.68914,2.27789,1.75433,0.750366,2.63427,2.97696,0.280169,1.61751,1.29995,0.816029,2.9278,1.39317,1.77664,2.53979,1.86147,0.000735934,1.37753,1.89572,1.5706,2.29187,3.22742,4.26853,3.56949,4.35285,0.898273,2.36107,2.50012,4.04175,1.3577e-08,1.37851,5.55669,3.08097,2.48422,2.66315,1.80566,2.01597,0.799658,1.91213,2.18466,6.4707,3.2558,2.67883,1.06017,0.753724,1.19047,2.19579,0.951534,0.0677446,1.25919e-06,2.3236,2.87145,2.1517,2.93128,1.73014,2.06803,2.74269,1.93458,2.79221,2.78062,2.56626,2.47618,1.7226,1.87902,1.05489,2.77825,1.3887,3.60271,1.43713,1.22113,0.91237,1.78874,1.99717,2.00465,2.12384,2.81639,3.91799,2.82694,3.87907,1.61057,0.593052,1.42765,0.995488,3.5141,1.14009,2.79659,1.76789,3.90579,0.880578,2.56723,2.03246,2.69979,1.78957,0.00283799,4.19907,4.31709,6.17923,1.65254,3.27857,1.16631,2.16713,2.22513,1.76476
G8.iso2,1.68553,1.90578,1.7254,0.538631,0.443086,0.552492,0.345632,0.335942,0.55224,1.31089,1.29923,1.18437,0.790867,0.756479,1.02277,1.01596,0.39078,0.442243,1.60961,1.54053,1.53003,0.394714,0.958277,0.36713,0.59376,1.03937,0.716047,1.57592,0.986207,1.48347,0.783788,0.713441,1.11762,0.899852,0.549523,0.841062,0.989341,1.13619,1.27437,0.832821,0.678663,0.884846,0.339338,0.378368,0.373612,1.0682,1.47772,2.17401,0.619138,0.59579,1.04217,0.748132,0.613235,0.49103,1.29964,1.56753,1.17263,0.434392,0.314626,0.397281,0.525164,0.328039,0.55167,0.989427,0.947024,1.21668,0.641695,0.411901,0.189544,0.3368,0.399251,0.295922,0.760782,1.0782,1.2578,0.482576,0.371828,0.560813,0.637851,0.401843,0.708592,1.75318,0.248513,0.590871,0.841725,0.599202,0.850151,0.355898,0.681485,0.863723,1.05525,1.12998,1.3822,1.50138,1.26316,0.766913,0.757598,0.672305,0.9105,1.78203,1.40553,1.30697,1.26099,1.99868,2.27255,0.820801,1.69607,1.21012,1.48736,2.47649,1.64573,1.18152,1.04707,1.46041,0.762775,0.498565,2.04468,1.5923,0.822259,0.808708,0.785418,0.667424,1.17012,0.645512,0.872375,0.628853,0.818804,0.714397,1.15101,0.525323,0.671347,1.29594,0.738373,0.944814,0.754795,0.604321,1.93101,1.59299,0.171561,0.537306,0.656216,0.410963,1.20549,0.54469,1.35533,1.02427,1.11257,0.000618976,0.811056,0.631981,0.639638,0.877806,0.89571,1.1496,1.15179,1.41524,0.415634,0.608881,0.891626,1.03812,1.55777e-08,0.546198,2.02184,0.810318,0.935806,1.0357,0.947857,0.712854,0.538402,1.14976,0.925908,3.16255,1.78238,0.981592,0.674786,0.720955,0.738962,0.973612,0.407794,0.0302062,1.32349e-06,0.990564,1.04051,0.985833,0.817714,1.03281,1.65096,1.99875,2.45047,2.52711,1.60542,1.70592,1.48365,0.78944,0.898977,0.678872,1.56192,1.15921,1.11735,0.450606,0.446201,0.351425,0.615757,0.935932,1.29866,1.53918,1.42206,1.54847,1.24812,1.2719,0.73983,0.181175,0.860251,0.403854,0.812658,0.467153,1.10955,0.901858,1.19294,0.459441,0.785869,0.628274,0.961376,0.650728,0.00108329,1.15982,2.22724,2.72916,0.68606,0.811349,0.469699,1.1065,1.19194,0.902596
G8.iso3,0,0.251377,0,0.527743,0.68181,0,1.06683,0.817555,0.303179,0.240764,0.26564,0.481526,0,0.614292,0,0.348384,0.392731,0.898137,0,0.282534,0.450334,0.453964,0.365696,0,0.29463,0.599716,0.688353,0,0.659232,0.54175,0,0,0,0.774755,0,0.267149,0,0,0,0,0.496407,0.397424,0.317426,0,0,0,0.269087,0.258433,0,1.26183,0,0.222807,0,0.245114,0,0.213932,0.414646,0.385788,0,0.820849,0,0.591962,0,0.624421,0,0.313175,0,0,0.301414,1.45718,0,0.336246,0.672833,0.295358,0,0.667492,0.72404,0,0.303042,0,0.408827,0.355812,0,0,0,1.4139,0,0,0,1.1578,0.30929,0.391942,0.658367,0.838898,0.544261,1.04742,0.245134,0.303825,0,0.310983,0,0,0.484788,0,0.422099,0.621169,0.987697,1.26566,0,1.65388,0.846175,1.08222,0,0.225256,0.260729,0.565343,0.549923,1.12194,0.35243,0.741726,0.400219,0.560326,0.724435,0.451919,0,0.468427,0.359467,1.16353,0.552356,0,0.363184,0.308072,0.258305,0.276648,0,0.591732,0.313583,0.248129,0.538678,0.805393,0,0.330645,0,1.22142,0.690578,0.844247,0.232758,0,0.35423,0.845779,0.569036,0.369982,0,0.270751,0,0.256779,1.25213,0.821497,0.47528,0,1.22409,0.360724,0.325425,0.402961,0.928279,0.376871,0.364308,1.17545,0.355399,0.348456,0.881537,0,0,1.12621,0.61504,0.359827,0.425228,0.315874,1.07189,0.84251,0.668719,0,0.722056,0,0.337015,0.354288,0,0.952936,0.56962,0.2728,0,0.510148,0,0,0,0,0.544575,0.692642,0.340805,0.681503,0.557306,0.404118,0.313147,0.62012,0.989119,0.478474,0.555892,0.474999,0.279389,0.597167,0.211957,0.344585,0,0.476924,0,0.700375,0,0.260652,1.22139,0.702502,0,0.645978,0.618308,1.86308,0.894261,0,0,0.483352,0.57715,0.317176,0.789684,0.403859,0.565426,0.214738
G8.iso4,0.913613,0.637266,1.00283,0.158412,0.82534,0.383838,0.334795,0.144335,0,0.426614,0.518637,0.316971,0.343166,0.164611,0.147162,0.482025,0,0.923754,0.604849,0.464947,0.862089,0.17427,0.350025,0.166351,0.291331,0.460348,0.320056,0.685107,0.860265,0.178266,0.169798,0.187586,0.680192,0.653967,0.337914,0.401925,0,0.17166,0.754396,0.36965,0.590348,0.354141,0.26098,0.158628,0.284752,1.50856,0.207606,0.180282,0,0.509832,0.488156,0.263461,0.30499,0.139098,0.501247,0.515959,0.679994,0,0.681158,0.366403,0,0.16586,0.141157,0.38108,0.42797,0.171761,0.489232,0.528209,0.13473,0,0.16503,0.632811,0.993402,0.578123,0.562141,0.368297,0.189056,0.307646,0.380233,0.192379,0.207621,0.590596,0.976271,0.329233,0.701533,1.08364,0.731974,0,0.177399,0.47112,0.736906,1.24639,0.353708,0.501828,0.679705,1.40389,1.13704,0.913673,0.758726,1.84704,1.8389,1.55756,1.73099,0.888562,0.734726,0.608125,1.405,1.63885,0.999501,0.646696,1.34109,1.08998,1.21425,0.839054,0.827268,0.810127,1.54868,0.570362,0.516142,0.589609,0.841251,0.483852,0.711155,1.03795,0.532794,0.37242,0.564854,0.5692,1.77848,1.23102,0.454668,0.9153,0.392801,1.05527,1.13754,1.32922,0.876535,1.87308,1.14091,0.683267,0.754712,0.842563,0.399073,0.604577,1.32051,0.398789,1.35896,0.880429,0.672959,0.739175,0.61228,0.923477,0.932689,0.833654,0.653849,1.20829,0.807884,0.814271,0.939504,0.568632,0.466307,0.555369,0.354195,1.42449,0.689885,0.33787,0.376362,0.677437,0.551938,0.650191,0.498121,1.32735,2.58938,0.42607,0.766044,0.928269,1.15185,0.859705,0.610724,0.349009,1.08825,0.628852,1.21657,0.551773,0.164606,0.493168,0.480564,0.787033,0.658197,1.42932,0.794841,1.51082,0.603995,0.525467,1.48586,0.510084,0.136141,0.736254,1.01627,0.785919,0.884993,0.631613,0.181551,0.6881,0.466545,1.09871,1.14941,1.00401,1.54362,0.820926,0.514007,0.624611,1.05689,0.396612,0.76986,0.712911,0.438682,2.12954,0.623771,0.693084,0.817767,0.545239,0.352363,0,0.385616,1.63495,0.708415,0.866425,1.32461,0.555092,0.527261,0.310518,0.648276,1.16733
G8.iso5,32.9338,31.0431,31.3738,17.1772,15.2851,16.2163,19.5778,18.5595,18.1988,26.3024,26.2745,25.4968,20.7373,22.0975,21.0979,21.3971,23.8561,23.942,22.3534,21.4278,20.7869,21.5545,21.5958,20.8782,19.313,18.5596,20.5963,21.7765,20.9844,19.8318,20.3462,22.8674,22.279,18.8463,20.5785,20.0568,19.2935,20.4141,17.6905,18.5557,17.4713,16.9221,20.7828,20.6091,20.4572,23.7378,20.8111,17.6808,16.3055,13.2104,14.3244,11.4742,12.9344,11.1466,19.8076,19.2301,20.4596,15.4089,18.7676,15.7652,14.5935,14.9634,14.056,19.7543,22.0057,20.7082,14.8628,13.3258,16.5394,13.7695,16.315,16.7191,23.6206,21.8418,21.1645,19.3825,17.4462,19.1115,18.5805,18.5721,18.5829,16.3579,17.3597,18.9328,16.0593,17.5802,17.5191,23.7559,19.7713,20.5365,21.9249,23.241,20.7713,16.1708,16.2772,14.2953,12.5502,14.2311,14.0021,14.6936,16.0582,17.7338,12.6032,11.631,10.996,11.0092,10.6542,12.0088,15.1001,12.8821,16.3827,10.2408,7.94028,9.74272,11.3911,13.4226,10.3996,9.75492,16.136,11.7203,10.6766,12.7168,8.90037,10.5711,13.1696,12.3765,12.0366,11.1137,10.1041,15.741,17.2216,15.5062,13.717,13.0135,15.6479,9.33146,13.2291,13.1967,13.3446,14.1247,13.7911,14.8407,16.1732,16.07,13.7073,17.9923,13.8957,13.3132,12.24,13.5653,18.3941,16.3555,17.3169,28.7883,29.7916,29.4037,15.0872,15.6578,16.545,15.892,15.7478,17.5956,28.9168,32.2208,31.047,14.971,14.1026,15.4914,14.4654,13.2922,14.0897,16.3698,18.7879,21.7524,12.4186,10.3407,10.9416,12.3243,12.8831,16.47,20.3152,17.8428,20.0661,13.7903,16.6534,10.7525,11.3327,12.4469,9.34401,13.3465,17.1908,16.2072,11.3407,14.4913,13.6771,12.2283,11.4292,10.109,23.9996,28.3112,27.0999,15.2288,14.6501,14.3442,12.4576,11.8546,12.6018,18.0806,19.903,20.286,15.1309,17.4991,12.4487,14.8727,14.515,13.57,22.9484,19.5856,23.3285,11.626,13.0122,11.8598,12.4206,13.1747,14.5131,26.1245,22.6857,20.6262,16.5049,16.3681,16.4153,15.4555,13.7159,13.8812
G8.iso6,5.62992,6.04841,6.77363,1.91261,1.80763,2.83226,1.76681,1.12136,1.24878,3.92562,5.77625,3.39918,3.39124,2.28486,4.10671,2.88826,1.9549,2.03862,4.09531,4.92627,4.87545,4.20321,3.57658,3.05098,3.39359,4.19256,3.02407,4.72711,2.75277,3.50549,3.38922,3.08228,3.29612,2.89895,1.82948,2.77005,3.69635,4.47278,3.91438,2.31122,3.19959,3.38965,2.50107,2.33144,3.34532,4.45266,3.77201,5.84386,1.82898,1.87483,2.89308,1.65105,1.28653,0.631818,3.93532,4.22082,3.82139,1.7234,1.25503,1.03933,1.79266,0.933793,1.40402,2.47939,4.28576,4.46096,2.27715,1.10955,1.42736,1.11811,2.04571,1.44298,2.7714,3.61179,4.63361,1.52103,0.924807,2.04812,2.57637,2.01293,1.57897,6.29304,8.57936,9.28127,7.03515,4.19056,5.62088,3.31355,6.47171,5.16738,9.44715,4.68237,8.04712,6.40677,6.59708,7.37894,8.62062,7.7394,4.36141,7.92175,7.72389,6.56621,8.86632,8.3217,5.84174,6.71797,6.66409,8.78459,7.36082,9.97605,13.149,9.73122,10.1909,7.18223,6.68299,5.60579,6.47439,9.40604,5.43214,7.37279,4.72778,5.19754,6.32604,4.44508,5.58752,5.51133,7.51998,6.89582,6.53253,6.19103,6.44654,6.57268,5.34,4.87112,5.93584,6.68067,8.88876,6.44407,6.78,4.12967,6.1599,6.46072,6.00715,5.4936,9.44191,6.47224,7.45327,7.34428,6.44413,3.97437,6.56655,5.58408,4.26628,6.85559,8.48775,8.51498,6.0196,3.56802,5.27827,3.64502,7.51082,6.03301,9.49081,7.3857,10.2152,5.2991,6.63211,4.8529,8.53483,7.23126,5.35846,7.47082,9.35807,7.06753,6.98033,8.83372,6.05468,4.95311,4.90671,5.65487,10.7636,6.78366,6.49461,5.64159,4.14698,5.82793,8.36796,8.40036,11.0391,11.204,9.00512,9.84158,6.117,5.89305,5.84191,6.95085,5.91727,7.62722,6.59317,7.52307,8.44862,5.05044,4.45039,5.99903,7.36614,7.88833,5.84911,6.4832,7.82086,5.94542,6.15049,4.45323,6.59887,5.22956,2.98755,4.81604,8.07759,8.81764,6.36954,5.29237,3.56479,3.26861,4.02012,4.26228,3.73982,6.44008,10.6973,8.39926,5.97902,3.61462,5.72624,7.02396,6.61762,6.34017
G8.iso7,2.60287,2.06718,1.45762,1.4367,0.768985,1.10617e-07,0.00222832,0.905588,1.33165,1.66921,1.97961,2.00929,1.02541,1.38871,1.45715,0.00109108,2.5939,1.72878,0.360274,1.62653,1.34369,0.88929,1.08033,1.2642,1.32327,0.820116,1.80291,1.22894,2.53899,2.05598,1.52983,1.11709,0,0.66547,1.53017,1.71981,1.63932,1.01364,2.49732,1.33968,1.47622,0.877366,0.76503,1.15303,0.49884,0.53653,0,2.61339,0.670111,1.11319,0.615425,1.899,0.691245,0.321995,1.25421,0.605475,5.61729e-07,1.92971,0,0,1.28195,0.763932,2.36251,3.017,0,0.911308,1.22716,1.50999,0.000789462,8.99566e-10,4.73658e-08,1.67823,1.02556,1.37671,0.000811235,1.08459,0,5.44853e-05,1.19551,4.3475e-09,0.0842003,3.01638,0.771318,0.995165,1.92232,2.39614,0.848904,3.04392,1.58982,1.53728,1.11126,4.19983,2.43934,1.69153,3.16275,2.48477,1.34098,0.775431,3.20019,2.2524,3.35199,3.17409,1.44314,2.61088,2.78631,3.71668,3.29154,1.20942,5.61692,4.23397,2.01216,0.0426579,0.944643,2.24686,2.59204,3.21236,1.96243,1.05474,2.07907,2.10001,1.22698,1.1748,0.940524,2.45937,0.290346,1.62078,1.59141,0.816233,1.60878,0.948827,0.756207,0.710076,1.73058,2.21813,0.982901,3.08108,1.39829,0.613762,0.886165,2.77861,2.24537,2.62578,1.03415,2.50754,0.580131,0.516274,1.54774,0.5595,0.562705,1.78268,0.469,1.8573,2.23508,4.72004,3.20071,2.30267,0.00451393,2.1749,8.75431e-08,0.557544,0.0457551,0.947333,2.34194,2.81777,1.3345,2.2269,1.91627,1.75391,0.177568,0.979379,1.01957,3.96886,0.857277,2.46417,1.40561,0.36862,2.03103,2.46308,2.69805,0.348671,0.579008,3.90221,4.33909,1.1617,1.17405,2.93253,2.39642,2.37695,0.189427,3.20305,2.41643,2.75744,3.03395,1.57701,1.62328,0.823141,1.31182,0.698486,2.43551,1.33118,0,1.06787,3.22458,0.701928,1.34017,0.910126,2.28694,2.46007,2.59572,0.557126,1.08898,2.42034e-06,1.90353,0.12355,2.26045,0.822643,0.173647,1.07229,2.36105,0.34983,1.1173,0,0.985452,0.62153,0,4.00404,1.21695,2.84761,0.627817,1.82798,1.38147e-09,1.99366,1.8506,2.46577
