"isoforms","T1_biorep1_techrep1","T1_biorep1_techrep2","T1_biorep1_techrep3","T1_biorep2_techrep1","T1_biorep2_techrep2","T1_biorep2_techrep3","T1_biorep3_techrep1","T1_biorep3_techrep2","T1_biorep3_techrep3","T2_biorep1_techrep1","T2_biorep1_techrep2","T2_biorep1_techrep3","T2_biorep2_techrep1","T2_biorep2_techrep2","T2_biorep2_techrep3","T2_biorep3_techrep1","T2_biorep3_techrep2","T2_biorep3_techrep3","T3_biorep1_techrep1","T3_biorep1_techrep2","T3_biorep1_techrep3","T3_biorep2_techrep1","T3_biorep2_techrep2","T3_biorep2_techrep3","T3_biorep3_techrep1","T3_biorep3_techrep2","T3_biorep3_techrep3","T4_biorep1_techrep1","T4_biorep1_techrep2","T4_biorep1_techrep3","T4_biorep2_techrep1","T4_biorep2_techrep2","T4_biorep2_techrep3","T4_biorep3_techrep1","T4_biorep3_techrep2","T4_biorep3_techrep3","T5_biorep1_techrep1","T5_biorep1_techrep2","T5_biorep1_techrep3","T5_biorep2_techrep1","T5_biorep2_techrep2","T5_biorep2_techrep3","T5_biorep3_techrep1","T5_biorep3_techrep2","T5_biorep3_techrep3","T6_biorep1_techrep1","T6_biorep1_techrep2","T6_biorep1_techrep3","T6_biorep2_techrep1","T6_biorep2_techrep2","T6_biorep2_techrep3","T6_biorep3_techrep1","T6_biorep3_techrep2","T6_biorep3_techrep3","T7_biorep1_techrep1","T7_biorep1_techrep2","T7_biorep1_techrep3","T7_biorep2_techrep1","T7_biorep2_techrep2","T7_biorep2_techrep3","T7_biorep3_techrep1","T7_biorep3_techrep2","T7_biorep3_techrep3","T8_biorep1_techrep1","T8_biorep1_techrep2","T8_biorep1_techrep3","T8_biorep2_techrep1","T8_biorep2_techrep2","T8_biorep2_techrep3","T8_biorep3_techrep1","T8_biorep3_techrep2","T8_biorep3_techrep3","T9_biorep1_techrep1","T9_biorep1_techrep2","T9_biorep1_techrep3","T9_biorep2_techrep1","T9_biorep2_techrep2","T9_biorep2_techrep3","T9_biorep3_techrep1","T9_biorep3_techrep2","T9_biorep3_techrep3","T10_biorep1_techrep1","T10_biorep1_techrep2","T10_biorep1_techrep3","T10_biorep2_techrep1","T10_biorep2_techrep2","T10_biorep2_techrep3","T10_biorep3_techrep1","T10_biorep3_techrep2","T10_biorep3_techrep3","T11_biorep1_techrep1","T11_biorep1_techrep2","T11_biorep1_techrep3","T11_biorep2_techrep1","T11_biorep2_techrep2","T11_biorep2_techrep3","T11_biorep3_techrep1","T11_biorep3_techrep2","T11_biorep3_techrep3","T12_biorep1_techrep1","T12_biorep1_techrep2","T12_biorep1_techrep3","T12_biorep2_techrep1","T12_biorep2_techrep2","T12_biorep2_techrep3","T12_biorep3_techrep1","T12_biorep3_techrep2","T12_biorep3_techrep3","T13_biorep1_techrep1","T13_biorep1_techrep2","T13_biorep1_techrep3","T13_biorep2_techrep1","T13_biorep2_techrep2","T13_biorep2_techrep3","T13_biorep3_techrep1","T13_biorep3_techrep2","T13_biorep3_techrep3","T14_biorep1_techrep1","T14_biorep1_techrep2","T14_biorep1_techrep3","T14_biorep2_techrep1","T14_biorep2_techrep2","T14_biorep2_techrep3","T14_biorep3_techrep1","T14_biorep3_techrep2","T14_biorep3_techrep3","T15_biorep1_techrep1","T15_biorep1_techrep2","T15_biorep1_techrep3","T15_biorep2_techrep1","T15_biorep2_techrep2","T15_biorep2_techrep3","T15_biorep3_techrep1","T15_biorep3_techrep2","T15_biorep3_techrep3","T16_biorep1_techrep1","T16_biorep1_techrep2","T16_biorep1_techrep3","T16_biorep2_techrep1","T16_biorep2_techrep2","T16_biorep2_techrep3","T16_biorep3_techrep1","T16_biorep3_techrep2","T16_biorep3_techrep3","T17_biorep1_techrep1","T17_biorep1_techrep2","T17_biorep1_techrep3","T17_biorep2_techrep1","T17_biorep2_techrep2","T17_biorep2_techrep3","T17_biorep3_techrep1","T17_biorep3_techrep2","T17_biorep3_techrep3","T18_biorep1_techrep1","T18_biorep1_techrep2","T18_biorep1_techrep3","T18_biorep2_techrep1","T18_biorep2_techrep2","T18_biorep2_techrep3","T18_biorep3_techrep1","T18_biorep3_techrep2","T18_biorep3_techrep3","T19_biorep1_techrep1","T19_biorep1_techrep2","T19_biorep1_techrep3","T19_biorep2_techrep1","T19_biorep2_techrep2","T19_biorep2_techrep3","T19_biorep3_techrep1","T19_biorep3_techrep2","T19_biorep3_techrep3","T20_biorep1_techrep1","T20_biorep1_techrep2","T20_biorep1_techrep3","T20_biorep2_techrep1","T20_biorep2_techrep2","T20_biorep2_techrep3","T20_biorep3_techrep1","T20_biorep3_techrep2","T20_biorep3_techrep3","T21_biorep1_techrep1","T21_biorep1_techrep2","T21_biorep1_techrep3","T21_biorep2_techrep1","T21_biorep2_techrep2","T21_biorep2_techrep3","T21_biorep3_techrep1","T21_biorep3_techrep2","T21_biorep3_techrep3","T22_biorep1_techrep1","T22_biorep1_techrep2","T22_biorep1_techrep3","T22_biorep2_techrep1","T22_biorep2_techrep2","T22_biorep2_techrep3","T22_biorep3_techrep1","T22_biorep3_techrep2","T22_biorep3_techrep3","T23_biorep1_techrep1","T23_biorep1_techrep2","T23_biorep1_techrep3","T23_biorep2_techrep1","T23_biorep2_techrep2","T23_biorep2_techrep3","T23_biorep3_techrep1","T23_biorep3_techrep2","T23_biorep3_techrep3","T24_biorep1_techrep1","T24_biorep1_techrep2","T24_biorep1_techrep3","T24_biorep2_techrep1","T24_biorep2_techrep2","T24_biorep2_techrep3","T24_biorep3_techrep1","T24_biorep3_techrep2","T24_biorep3_techrep3","T25_biorep1_techrep1","T25_biorep1_techrep2","T25_biorep1_techrep3","T25_biorep2_techrep1","T25_biorep2_techrep2","T25_biorep2_techrep3","T25_biorep3_techrep1","T25_biorep3_techrep2","T25_biorep3_techrep3","T26_biorep1_techrep1","T26_biorep1_techrep2","T26_biorep1_techrep3","T26_biorep2_techrep1","T26_biorep2_techrep2","T26_biorep2_techrep3","T26_biorep3_techrep1","T26_biorep3_techrep2","T26_biorep3_techrep3"
"AT1G13350_ID1",3.11146,3.82818,1.17953,0.260321,3.3317,4.97226,3.48276,3.70708,4.07228,1.7497,2.75428,2.99565,2.67686,2.88188,2.62147,3.45814,2.44588,1.15009,3.1709,3.28193,2.79165,1.07915,2.01725,2.04071,1.76438,2.65166,2.11871,3.78e-08,4.32386,3.88488,3.5667,3.27648,3.44818,1.78844,2.41504,3.83272,2.31353,3.09641,2.68929,3.15965,2.95823,3.40915,2.66397,2.61144,3.17171,4.08267,1.04543,0.659952,4.80964,2.3303,1.01057,3.33878,3.53576,2.10559,3.13235,3.78964,2.07546,5.7882,7.24927,5.32948,2.82122,3.23446,3.84206,4.81947,6.69819,7.13401,3.94804,2.72218,1.91936,2.53082,1.84143,3.01975,4.83018,5.18743,4.6399,3.619,5.0664,4.23243,3.92204,4.39858,1.55747,0.591451,1.23091,0,0.868211,1.21206,0.493879,1.66206,0.882601,0,0.392246,1.76343,1.63427,2.09888,2.54205,1.01216,1.42462,1.402,1.60395,0.995716,0.538372,0,1.59735,1.53768,0.37803,0.974987,0.526314,0.952832,0.468623,0.945251,1.07809,1.14008,0.000295133,1.12066,0,0.375823,0.663584,1.5312,1.06914,0.0184026,0.461401,0.434048,1.20994,0.829753,0.35768,1.33604,0.492109,0.240066,0.24768,0.783004,0.37252,1.40374,1.66887,0.824576,0.318589,0,0.29192,0.582346,0.656538,0.578338,1.09157,1.03866,0.443572,0.632471,0.874511,0,0,0.28536,0,0.258424,0.707097,0.857839,1.41038,1.19529,1.623,1.62054,0.352703,1.67267,0.220325,1.78229,0.648233,0.456339,1.31228,0.499579,1.44932,0,0.760146,0.845124,0.378485,0.799764,0.584467,0.24941,0,0.703865,0.620405,0.539984,0.700093,0.460342,0.621044,0.432428,0.283079,1.22062,0.978742,0.571665,1.43e-06,0.736929,2.02718,1.22156,1.15865,0.296581,0.521802,2.17525,2.73e-09,0,1.18512,1.04454,0.510067,0.402622,0.297048,0,1.90823,0.452258,0,0.00834461,0.473284,0.777804,0.894092,1.67221,8.5e-07,2.37943,0.381982,0,0.998689,0.810515,0.480665,1.22864,1.6357,0.77214,0.00102461,0.344194,0,1.01e-08,1.63276,0,1.1421,0.51962,1.56636,1.14458,1.3879,1.13978,0,0.543644,0.963278,0.511973
"AT1G13350_ID2",14.1983,12.6184,14.0782,10.1904,7.91991,5.96824,8.55757,9.43382,8.23273,11.6323,10.0694,9.48224,8.89744,7.85373,6.76234,9.53373,8.53998,11.0872,11.4458,11.4045,10.6354,8.65621,6.09304,7.4356,7.30521,5.66929,4.87053,15.7124,10.0531,9.6132,9.06144,7.18777,7.83072,8.36421,6.90812,6.28441,12.2151,11.3321,10.8647,6.2122,7.66239,5.05368,6.25971,5.67914,4.72462,11.5484,14.5283,15.5348,9.37892,10.8283,10.1704,7.17441,6.7591,8.04857,12.0866,12.3022,14.6042,9.09986,6.16969,7.18402,8.18452,6.42817,8.20723,15.6179,16.7419,12.3672,8.05208,8.3065,8.80765,9.49643,9.39763,8.56239,10.5191,12.3673,10.5937,9.72594,10.6084,8.2916,9.33288,8.03579,11.5806,7.59034,10.0235,6.83201,5.70939,5.73584,5.67952,5.79856,6.03043,6.10959,4.01664,4.07394,1.16484,3.53994,3.54428,4.09315,2.74504,3.78206,3.08798,5.17053,3.66755,3.98313,2.52456,3.62512,2.96995,3.69651,4.57988,2.80342,5.14719,5.74046,4.91924,3.77381,3.23114,3.62096,4.78119,4.58923,3.4112,4.91335,4.31769,6.67439,5.91986,4.94018,4.10124,4.5616,5.64685,4.53189,6.43127,4.07272,4.7609,7.54412,6.63754,6.72622,6.05048,6.73273,6.09439,8.54737,5.01904,6.18799,6.06673,5.8867,4.76052,5.65462,6.86227,5.12897,6.20533,8.19609,7.32227,5.40858,4.61674,5.60732,6.44197,4.99434,5.50835,11.5589,11.743,8.88818,3.9311,5.47205,5.48374,5.4007,6.81918,4.16931,6.12556,6.72801,5.35125,2.91412,4.02895,4.06456,4.30167,4.83769,3.49514,4.49989,6.0986,4.6544,3.79784,3.79673,3.42405,3.89666,2.41519,3.32597,3.46333,2.87218,3.14832,3.28571,3.42933,3.54842,5.83344,6.56587,6.52876,3.47349,4.65733,4.37134,4.0985,3.38198,2.92469,2.52161,3.90813,3.38335,6.54986,5.77015,6.36195,5.51517,5.85582,5.66761,7.55481,6.76852,5.46733,8.40996,5.8703,7.57679,4.74943,4.97185,5.4576,4.58537,5.66379,5.61915,8.35133,9.04264,8.88151,3.34065,4.95371,4.76551,1.29659,4.94975,3.78146,11.1181,11.8259,13.0869,5.93187,4.3234,5.02342,7.17594,7.15241,8.00472
"AT1G13350_P1",3.55665,3.03272,4.34751,2.83154,2.68932,2.00161,3.70792,3.36833,2.86882,5.37311,4.7088,6.02076,2.62337,3.7456,3.85976,3.57168,2.55632,2.7626,3.29982,1.74754,3.17235,6.15535,5.72702,4.96079,4.63206,3.37383,6.42712,2.41417,3.3067,5.95145,4.25428,5.50671,2.30606,4.32355,3.27538,3.23187,5.44187,5.80111,5.06437,4.57213,6.49057,3.75243,3.17152,6.33857,6.52415,4.44605,3.46077,2.91652,2.5131,2.22711,3.95653,2.12814,1.01941,2.64221,2.2073,2.55756,2.75648,0.911183,2.91326,3.23731,1.16991,2.09985,1.93422,1.64963,0.860491,3.58605,2.20597,2.81156,2.434,1.72988,2.94119,2.55446,3.94247,2.69727,4.54471,4.69332,2.04654,3.81932,4.22593,3.41542,1.87289,7.99103,3.77818,7.15362,7.78908,5.78373,5.83984,7.74005,4.94831,6.4763,8.23838,10.3789,11.7638,11.7691,11.0906,11.9928,11.2765,8.68937,10.78,11.2215,14.0067,10.7294,13.5365,12.506,11.0451,11.7197,12.9896,14.2434,10.8718,11.6187,10.6676,12.6829,11.8664,11.0113,9.13006,8.84064,7.66289,6.9375,8.28583,7.10128,7.74027,6.90959,6.34954,5.55933,5.40416,3.45345,7.50876,9.6612,7.82771,3.6188,4.12808,4.22644,2.5257,3.50483,5.96643,2.12771,6.06756,5.85473,5.35843,4.02093,4.53277,2.87664,3.78286,4.03958,2.76663,3.26523,4.79902,4.72122,4.16866,3.93786,3.09484,4.64392,3.34692,3.26708,3.10293,3.35349,2.95989,2.92812,3.90387,2.7052,2.73998,4.60947,6.15424,5.67911,6.3639,6.13193,5.53642,4.33863,3.03885,1.6688,2.71705,4.62783,3.69656,6.13573,4.37541,4.60101,4.15652,3.57771,3.87515,4.29024,6.83629,5.86726,4.36568,5.07334,4.84607,5.32163,5.94735,2.66814,3.96326,7.31802,6.71347,4.4788,4.77008,3.36033,4.66424,5.13102,6.70259,3.38111,7.26862,4.49334,5.74112,1.63059,1.26347,1.99232,1.93076,1.90034,1.52684,1.9097,4.42267,1.11466,1.13257,3.27857,0.808776,0.973594,1.47925,0.0636655,3.77993,3.40772,3.1236,3.83535,2.50108,2.05392,4.35855,1.89438,3.55826,3.80868,3.28848,1.14327,1.64643,2.65835,3.75721,3.84575,1.65085,1.1712
"AT1G01020_P1",10.0711,9.60077,11.6916,13.0265,10.6984,10.9027,9.78198,9.04793,9.91808,13.2643,10.555,13.7144,16.2726,12.8729,10.2735,13.3164,13.8302,13.5868,11.0269,13.0327,10.6259,9.97365,7.6879,10.891,7.73521,9.16827,11.3367,11.1997,9.60292,10.0132,11.228,8.17244,10.3623,10.0322,7.32706,9.38846,11.6136,9.3078,9.78154,7.02971,6.36243,6.16079,8.85372,9.08053,7.24515,11.8337,6.79389,10.0286,8.38472,8.73529,8.76807,8.11089,11.0913,7.09141,8.17503,8.1239,10.4008,8.79752,8.83638,10.4237,7.2237,8.69903,7.41231,8.36425,11.5449,9.22855,6.9131,7.50499,6.30505,10.6058,11.4041,9.00123,10.861,9.41237,10.6652,8.82086,7.91469,9.33429,11.0853,12.6086,11.0618,8.59854,7.72621,10.0841,9.70736,10.5433,10.9411,11.7948,10.7082,10.8894,8.0071,10.4551,9.65348,10.3738,8.563,8.34823,8.02875,7.66674,9.85769,9.0928,8.73447,7.28009,8.68756,5.8855,7.27545,6.05546,6.52648,7.34936,7.94494,8.03674,8.14525,3.9025,4.75539,4.74255,8.32283,8.23522,5.27981,6.54907,6.41638,6.17408,5.31408,7.27677,5.63532,7.53942,6.49608,6.45774,7.99759,5.63709,6.80089,10.7941,8.58959,10.668,7.88089,10.2198,9.94997,9.18178,9.45764,9.62589,8.28203,9.09783,9.69432,11.6655,8.96621,9.85988,8.90858,7.51919,9.24673,12.414,10.1824,8.63335,9.03696,11.2619,7.31162,12.3735,10.3795,10.259,8.89536,8.26453,9.83309,9.10617,8.6844,7.92831,7.819,10.5238,10.5836,8.65812,8.3778,8.72252,11.4254,9.7131,10.407,9.08723,11.8061,9.95372,9.0977,7.83603,8.56512,9.8292,8.31682,8.0856,7.78785,9.6113,6.66949,9.05686,6.12554,8.94987,14.354,10.0036,9.83769,8.21986,12.2098,10.047,9.12059,6.87916,9.69446,8.10842,9.26908,8.32024,11.9418,11.4868,8.93893,6.27611,7.83517,8.27858,13.9992,10.2949,12.5668,10.8374,10.2432,11.1826,9.60164,9.18009,10.9929,12.5533,10.0882,9.65034,9.89726,12.0831,11.4506,8.301,8.56348,8.77124,9.36578,9.72875,8.95392,10.6376,11.9004,11.9314,9.71658,7.18026,9.62276,11.1905,8.40062,8.69089
"AT1G01020_P5",3.17617,3.65805,3.11358,2.05207,3.13649,2.44879,4.37782,4.27669,2.47426,4.23807,3.04168,4.63492,3.63868,5.77117,7.1526,6.41309,3.85875,3.77686,4.02159,1.87562,1.38923,2.42756,4.59581,3.10511,3.6137,2.76999,2.60837,2.21054,3.15579,3.56751,2.40229,1.90785,0.909268,1.56293,1.2495,1.5112,2.63273,1.3448,3.23139,2.91614,3.46852,4.72418,2.04891,2.77105,2.70353,1.18724,3.47005,0.00106743,2.20827,1.33472,1.21243,1.51385,2.47e-09,3.21167,3.15264,2.22426,0.926761,2.76068,1.96758,2.80335,2.102,3.20934,2.06041,3.06029,0.990488,3.60182,3.94719,2.42276,4.66838,2.36647,1.56004,4.25917,2.48755,4.28794,1.61578,3.35543,6.22487,4.27568,2.29305,0,4.12652,0,2.09121,0.870558,2.00972,1.07648,1.89603,0.0343089,0.580502,1.68171,2.86278,1.83912,0.461865,0.593416,1.07289,1.87931,0.669957,0,0,0.566867,0.797279,1.24476,0,0.843293,0.559916,1.25237,0,0.354737,0.717383,1.47803,1.80437,0,0.495615,0,0.781892,0.361749,0.393704,1.0717,0.621088,0,1.14088,0,0.428486,0.470612,1.47801,3.15598,0,0,0.389993,0.865875,1.91592,1.08507,0.858855,0,1.09726,2.74347,0,0,1.48684,1.08525,1.39845,1.86984,2.56127,0.0572518,0.184462,0.798244,0.800358,0,0,1.0479,1.75525,2.72446,1.54279,1.493,2.34908,2.49461,2.31111,0.853285,0.852559,3.03958,0.761462,2.3589,2.35793,0,1.09761,0.713677,0.262147,0,1.60862,1.13306,2.42529,1.47422,0.43072,2.57788,0,0.771401,0,0.839755,1.30378,0,0.654698,0.446767,1.23558,0,1.36411,1.39258,1.11074,2.81616,0,0.571621,0.704675,0.912366,0,1.82975,0,0.664921,0,0,0.194687,1.46905,1.38477,0.571916,0.998994,0.424885,0.503663,0,0,1.64472,2.10273,0.628559,0.824186,0,2.08e-07,1.71e-09,1.46525,2.95454,2.53057,0.670988,1.15668,1.97436,1.56251,1.9937,0,0.576893,0.701504,3.57258,4.04763,2.61455,0.689284,1.11574,1.58326,0.572807,1.51121,2.55196
"AT1G01060.2",0,0,0,0,0,0,0,0,0.0897525,0,0,0,0,0.277609,0.205588,0,0,0,0,2.56e-06,0.36385,0.604161,0.539791,0.373839,0.724947,0.464467,5.67e-06,2.59123,0,0.273123,5.87019,3.70472,2.11808,6.69849,5.59376,1.25769,8.59941,12.0899,17.1637,12.2061,14.1373,14.4123,16.5977,20.6056,19.9831,3.60128,2.43426,4.50919,0.193748,1.10428,1.67437,1.35726,1.76735,0.906184,0.670326,0.183557,0.377017,0,0,0,0.513325,0,0.2586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846291,0,0.00714533,0.055365,0.234418,0.731038,35.384,37.4022,35.4449,38.0522,40.9703,44.43,30.6785,32.5889,34.6281,137.076,133.58,124.275,161.161,161.834,166.974,136.368,142.856,138.939,157.228,148.03,151.139,204.046,201.864,196.152,161.954,173.93,168.259,104.309,108.722,97.087,136.833,143.668,139.094,101.043,105.01,99.2828,72.9197,72.7606,75.7249,27.8362,30.1158,29.3879,40.6298,43.5224,42.7273,21.9018,23.8276,24.2664,12.0111,14.5054,12.8548,6.03096,7.10415,5.35013,14.2338,17.3547,16.4009,2.07969,3.62181,4.93506,1.62246,1.03941,1.04554,2.12815,0.000935168,0.267179,1.0149,1.84563,0.893336,0.526889,0.922164,0.39425,0.68665,0,0.299394,0,0.1547,0.204931,0.448125,0.284212,0,0.0162455,3.6e-06,2.219,5.14625,0.374228,1.27688,1.30129,3.37515,2.0626,5.87658,4.66915,4.46776,14.9332,15.5891,20.5386,16.7214,21.8454,18.2217,8.64653,13.3451,13.3682,34.3257,28.4104,26.3151,23.698,26.3292,27.0632,17.3062,17.4096,15.4263,21.164,26.8568,22.1005,24.5539,28.7171,28.9414,3.75806,5.24775,5.76004,9.92138,13.8348,12.4526,9.30207,9.04083,10.8989,0.862021,0.43739,0.977787,2.19243,1.653,1.54557,0.81591,1.00285,1.16818,0.416722,1.38107,1.11073,0,0.720854,0,0.867173,0.118465,0.309778
"AT1G01060.3",0.238935,0.645052,0.390966,0,0.158189,0.353479,0.0708179,0.317015,0.0721959,0.227626,0.452784,0.00574952,0,0.413527,0.621243,0.198048,0.674659,1.20501,12.4311,10.585,10.956,10.2312,12.1931,10.9924,9.3441,10.0641,9.42282,148.616,136.799,146.116,144.97,145.089,147.534,125.361,123.551,137.382,310.265,303.847,293.687,339.154,330.188,329.358,302.529,317.774,302.397,45.8959,52.6228,43.2259,27.1624,27.5708,21.2128,16.7606,17.5386,19.0929,1.50417,0.591429,2.42859,0.88171,1.58739,1.3621,1.07803,0.576246,1.09805,0.297299,0,0.32236,0.360225,0.0199749,0.146348,0.140668,0,0,0.332697,0.818723,0,0.288658,0.61377,0.477557,0,0,0.14684,0.0421453,0.433892,0.307018,6.73e-07,0.231655,0.513217,0.631934,0.939925,0,31.2144,28.8386,25.6471,20.5732,22.6742,17.0122,7.21303,9.95495,4.49654,106.035,96.2985,108.299,106.225,99.4245,93.4041,62.9785,56.1858,59.3489,169.466,181.324,177.973,86.9108,78.3449,85.3938,179.973,170.184,172.415,118.387,124.197,128.37,106.525,97.0497,98.4281,120.49,126.531,119.6,75.7206,78.3179,70.2731,62.1068,60.8753,63.9966,63.6613,53.6657,58.213,34.3379,24.5294,28.1317,16.6214,21.6882,21.7874,12.5553,12.7838,9.59521,22.703,20.1953,20.1,4.61659,3.45619,5.59448,3.74762,4.27555,3.47244,4.56329,6.66975,6.45441,4.04865,3.77315,3.8756,1.48665,1.25732,1.12625,4.00662,0.948397,1.36657,6.62e-10,1.16767,0.359855,1.15401,2.19859,1.66611,6.40765,7.56595,5.98342,3.56968,0.738046,2.47988,1.86943,0.105831,2.08389,40.7632,35.8651,40.3968,10.2118,13.9998,12.7752,17.296,13.104,15.3826,95.9978,100.479,87.5929,45.4315,49.3493,52.818,25.0011,25.6174,25.673,106.105,112.89,115.41,68.6221,70.6068,74.6812,48.5118,49.0113,46.8295,22.4524,26.568,28.4385,26.8475,24.1874,27.4734,25.5068,23.9766,27.3679,6.70022,6.69445,7.03194,4.30817,5.73612,6.64931,4.82173,5.39279,5.12721,2.17518,2.99606,2.26405,0.0860453,0.0286664,1.21472,1.98833,2.86033,2.77136
"AT1G01060.4",0.492209,0.26018,0.277574,0.418082,0,0,0,0,0,0.278951,0.347184,0.574455,0.172537,0,0.214168,0.558931,0.302261,0,8.7982,9.95128,7.37037,7.47532,6.95864,8.12434,7.54326,7.04324,8.25053,100.781,105.861,106.845,101.315,100.244,102.718,102.387,93.758,96.053,231.925,226.056,246.268,209.966,223.515,217.661,230.836,221.943,239.387,41.0344,35.983,38.2973,21.5293,19.0668,21.6558,16.7526,17.0874,18.6434,1.78386,2.13048,2.3065,0.808122,0.290195,1.19848,1.10015,0.871336,1.2831,0,0.442408,0.0714007,0,0.1811,0,0,0.286475,0.00780969,0.222671,0,0.366275,0,0.153535,0.25695,0.297692,0.279325,0.216068,0.510779,0.226799,0,0.58244,0.593544,0.653824,0.878765,0.433661,0.564713,26.4934,25.668,26.3067,26.5123,20.4211,19.2318,17.9351,17.8846,20.8707,65.139,71.4493,66.3262,57.4286,60.347,61.3486,53.2625,53.5503,54.01,96.6306,89.9236,87.9908,61.0361,64.3033,64.5061,78.8852,84.7859,89.7239,62.4638,57.9866,58.8616,54.4553,52.0284,54.8443,63.4124,56.6828,60.687,30.0976,29.4225,31.6493,31.0571,32.8003,27.0595,29.6069,32.8085,29.3859,17.7484,17.6,16.6193,10.4545,7.61747,8.33509,10.3556,8.50405,7.54732,9.28058,9.51656,10.2306,4.07152,2.97907,2.78636,2.95715,1.62628,3.37867,3.21863,2.67357,6.08559,2.39548,2.86478,2.75147,2.11557,1.29984,0.450758,2.76496,2.63034,2.73374,1.41677,0.986629,0.584875,0.769764,0,0.481948,8.25803,10.6555,8.73221,5.56431,9.58327,6.85832,6.43493,5.35469,4.88619,26.4193,31.3388,26.3235,22.623,23.2934,21.8886,43.6193,37.9564,38.4021,52.7069,50.4449,58.7522,38.81,38.1762,36.3284,29.5049,32.035,30.0674,59.1883,54.0392,56.9305,41.8206,39.4112,40.9483,38.9753,35.6986,38.5406,16.337,15.966,18.2814,16.1794,16.4694,16.6667,17.3744,16.8724,13.8078,2.30002,3.437,5.99392,5.5612,4.47852,3.86275,1.8322,3.81025,3.53408,2.24214,2.47913,1.41011,0,0,0.913145,1.57698,0.765911,1.7475
"AT1G01060_JS31",0,0,0,0,0,0,0,0,0,0,0,0,0.145852,0,0,0,0,0,0,0,0.0048895,0,0,3.99e-07,0,0,0.304224,3.05389,1.04507,1.79009,2.45459,0.947604,1.812,1.39785,0.941993,0.872162,3.85864,5.63136,2.28397,1.08146,2.27369,4.18358,1.94741,3.79892,4.50693,0.601526,0.295065,0.512038,0.216037,0,0.482388,0,0,0.226714,0.200514,0,0,0,0.15965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183024,0,0.247884,0.143269,0.479936,0.557837,0.249019,10.8501,14.6639,11.3341,6.18781,8.37013,9.38586,11.8427,10.1013,12.3571,31.8263,34.3069,39.0565,18.8112,19.4193,19.9945,19.4633,19.1543,19.6183,75.3362,71.6328,80.3893,20.0619,27.0217,26.8905,34.8494,34.0909,34.0211,29.8363,33.6476,36.1031,16.4967,16.1693,14.5145,14.4232,15.5971,18.9044,16.199,13.1242,17.534,3.1245,4.28549,3.34876,3.20108,4.27821,4.88576,1.59721,3.5581,1.86946,0.679672,0.344687,1.04698,0.372332,0.414901,0.588006,1.3183,1.36003,2.304,0.33352,0.26351,0.423506,0,0.203061,0.194968,2.2023,0.582245,1.19541,0.562082,0.289869,0.536701,0,0,0,0.760808,0.699791,0.813948,0.244044,0.297204,0.55956,0.620545,0.743108,0.565913,12.3035,7.42267,11.43,4.37835,8.54402,5.08285,7.89455,7.0511,5.10854,41.3752,38.981,41.7606,22.9249,21.5728,21.5337,34.5334,42.5549,39.5329,73.1763,71.7601,77.7397,35.4093,37.0954,35.2974,26.9866,28.0075,31.5638,37.0714,33.28,34.3366,22.4652,19.3447,17.7974,26.8265,29.074,31.0295,3.03241,3.79344,3.04476,6.47459,5.05435,3.02949,4.71422,4.40855,4.54756,0.993877,1.27155,0.451929,0.247951,0,0.187522,0.26708,0,8.65e-05,0,0.283086,0.64132,0,0.200422,0.397952,0.259838,0.660244,0.32874
