"Targets","T9_biorep1_techrep1","T9_biorep1_techrep2","T9_biorep1_techrep3","T9_biorep2_techrep1","T9_biorep2_techrep2","T9_biorep2_techrep3","T9_biorep3_techrep1","T9_biorep3_techrep2","T9_biorep3_techrep3","T10_biorep1_techrep1","T10_biorep1_techrep2","T10_biorep1_techrep3","T10_biorep2_techrep1","T10_biorep2_techrep2","T10_biorep2_techrep3","T10_biorep3_techrep1","T10_biorep3_techrep2","T10_biorep3_techrep3"
"AT5G41610_ID4",2.29701,1.79526,1.88856,1.48762,0.585139,1.06489,1.93649,1.80115,1.07352,1.15344,0.892247,0.909991,0.223283,0.883421,0.857611,0.448946,0.337853,0.27355
"AT5G41610_P1",0.0439412,0,0,0.107053,0.581286,0.154267,0.0174965,0,0.0656742,2.06e-05,0.210631,0.395756,1.10175,0.188925,0.314442,0.79952,0.601089,0.676368
"AT5G41610_P2",0.2533,0.575728,0.531075,0.259198,0.56166,0.400109,0.0739936,0.270115,0.245914,4.64e-05,0.238516,1.16458,1.1633,1.22048,0.466452,0.92574,0.216514,0.576334
"AT5G41620_P1",4.90354,4.23249,5.67723,4.56805,3.77778,3.34008,4.1786,5.13832,3.46669,2.50437,1.4819,3.25739,3.03417,2.63198,2.69197,2.75621,1.61307,1.68057
"AT5G41620_P4",0.331066,0.829382,0.327803,0.234036,0.275722,0.153626,0,0.726476,0.518549,0,0.596315,0.228834,0.0909468,0.0933698,0.332405,0.330463,0.581325,0.281521
"AT5G41670_P2",32.6579,32.4289,32.6182,40.7481,41.5421,43.5963,39.0901,37.1873,37.8414,49.0465,50.2717,47.5751,108.303,103.749,102.975,96.3733,97.0172,90.6239
"AT5G41670_P4",8.6669,8.75742,7.75002,8.9211,9.74911,8.45332,8.9241,8.01454,10.2995,17.1967,16.7871,17.8389,24.345,25.6663,26.7471,27.3429,29.61,30.9387
"AT5G41690.1",0,0,0.39772,0.0417091,1.06176,0.351611,0,0.692492,0,0.880527,0,0.00978863,0,0,0.216032,0.324382,0.658824,0.117873
"AT5G41690_P2",0.264515,0,0.180356,0,0,0,0,0,1.16674,0.349514,0.421973,0.9597,0.364752,0.659915,0,0.279532,0.129069,0.0426596
"AT5G41690_P3",0,0.884242,0.245275,0,0.374909,0.625854,0.873014,0,0.174536,0.399674,0.928128,0.211051,6.47e-10,0,0,0,0.344449,0.343967
"AT5G41690_s1",0.950856,2.23971,0,0.836279,0.914105,0.409888,0.852223,0.4394,0,0,0,0.0971112,0,0,0.601442,0,0,0.609686
"AT5G41750_P1",2.92226,2.14031,1.93441,0.58216,0.86413,0.950988,0.9346,0.833192,2.03874,9.52016,10.5498,8.85234,2.99549,2.85506,3.48021,3.13956,3.78072,3.9811
"AT5G41750_P2",5.93491,7.41985,7.25508,2.39264,1.98649,2.38606,3.20743,3.17033,2.11202,22.2981,21.1259,21.9881,6.47463,6.05219,5.73422,8.14601,7.11874,7.76646
"AT5G41760_P1",10.0825,10.1959,9.71112,9.44023,9.59541,8.05903,10.5308,8.38274,9.5233,11.6036,11.9096,9.48683,11.0801,14.2065,13.0393,12.0861,12.8216,11.6582
"AT5G41760_P2",3.23613,3.31055,4.31995,4.90982,5.13364,7.56146,7.81915,6.39134,7.45006,2.7431,2.81172,4.30024,4.01804,3.93531,3.53319,4.75539,4.44654,5.48169
"AT5G41880_c1",3.75128,3.99344,3.22253,0.930956,1.60297,0,3.87433,0.752369,3.37707,0,1.66046,2.31056,3.61752,1.79668,5.33304,1.64928,3.06733,3.77658
"AT5G41880_P1",10.8623,11.3452,13.1977,14.2571,15.4359,15.6824,14.377,16.7306,12.9798,13.503,12.8035,12.021,13.6894,16.207,12.5216,15.7227,16.8349,16.3939
"AT5G41910_P1",3.13958,3.63682,4.34012,5.37225,4.56992,5.21184,3.95543,2.09678,4.50257,4.99704,3.00865,4.47145,6.32036,5.58303,5.42997,5.51539,4.10476,5.21144
"AT5G41910_P2",6.02468,4.35298,3.70664,3.19211,2.85062,2.01415,4.11705,3.67245,4.00812,3.57948,4.62741,3.28204,2.08339,1.72216,2.22375,4.4369,3.62604,2.87539
"AT5G42010_JS2",0.927,0,0.613444,1.02396,0.182686,0.410826,0,0,0,1.00122,0,1.56701,0,0.428994,0.332606,0.513117,0.809149,0.463754
"AT5G42010_s1",0.858147,1.20637,1.14973,0,0.544305,0.463169,0.793129,0.754273,0.905042,1.45144,2.14108,1.02408,1.262,0.67976,0.824097,0.501431,0.533224,0.481591
"AT5G42110_ID2",1.66862,3.01557,0.925823,1.52633,1.03839,0.795063,1.0765,0.726393,2.59558,20.3679,23.5979,18.2025,13.5691,13.8624,12.1179,15.3775,14.9598,14.0247
"AT5G42110_P1",25.3018,22.12,24.9618,38.4874,30.9808,28.0222,29.3028,30.0227,26.3752,64.1994,62.0848,65.6697,75.1911,71.7169,79.8373,80.6556,78.6072,76.1753
"AT5G42140_JS4",0,1.61e-08,1.06081,0,0.620273,4.49e-08,3.33e-10,0.752135,1.36e-07,5.06618,2.01425,3.40955,2.82454,2.2289,4.78911,4.87411,3.56016,4.4599
"AT5G42140_P2",10.5264,9.86784,9.50402,8.57368,7.24027,8.7178,8.67845,7.59949,8.30085,7.08228,10.3856,9.76312,9.63763,9.59881,7.17385,8.0777,9.24569,9.24522
"AT5G42210_c1",1.06553,0.661825,0,1.42105,1.12e-07,0.19486,0.992244,0,0,0,1.31e-08,0.0122757,0.910235,0.597122,0.616381,0.606514,0,0.83233
"AT5G42210_JS3",0,0,2.00716,0.000421986,1.2791,1.12337,1.07e-05,1.30015,0.373815,1.52395,1.12597,1.27034,0.625692,0.295863,0.736314,6.48e-09,0.913388,0.839984
"AT5G42220_P1",5.20833,7.65934,3.04468,4.49253,5.84751,4.70926,3.23882,5.22536,3.52745,5.44805,5.55901,5.73818,3.91974,4.5692,3.28564,5.55562,6.80166,3.52876
"AT5G42220_P2",18.9268,16.0334,20.6416,17.8771,17.969,19.0259,18.4259,16.4585,18.2822,16.3498,15.7212,15.7884,17.8429,17.4717,16.6361,15.64,15.0966,18.2493
"AT5G42280.1",0.608594,0.534847,5.47e-09,0.751599,0.919474,1.36153,0.78956,0.620493,0.887977,0.793001,0.643243,1.34426,1.34703,1.17999,0.988137,1.04295,0.794526,1.65838
"AT5G42280_P2",0.806009,1.00496,1.09895,1.26958,1.06872,0.928808,0.873623,1.35931,1.01993,1.27827,1.18532,0.738974,2.26485,2.43712,2.25011,3.06421,3.05576,3.037
"AT5G42620.2",4.08924,5.03489,6.56311,3.24496,8.34051,4.89417,6.09993,4.32403,7.09456,4.1472,1.84244,5.4929,7.78807,5.98703,7.069,8.95153,8.39694,7.42235
"AT5G42620_JS1",1.03913,1.8732,1.88511,1.28036,1.32309,1.14661,0.768225,0.885692,1.61207,3.26115,2.45605,3.28043,3.74289,4.90051,3.81147,4.0542,4.49676,3.5
"AT5G42620_P1",12.8735,9.73418,10.1231,10.7862,7.7946,10.2677,9.24545,9.99321,7.80322,9.25848,12.2607,9.76707,11.755,11.9408,11.359,13.4469,14.0394,15.2021
"AT5G42660_ID1",5.83012,3.02133,6.81304,2.22287,3.0597,2.73693,1.48971,5.61701,4.18798,3.40644,5.39962,3.27979,5.29636,2.99643,2.21274,5.31476,3.88323,4.71941
"AT5G42660_P1",8.37294,9.87142,6.86586,12.1663,10.7911,8.95168,11.6117,8.52629,8.29516,8.09061,7.69143,8.86156,6.88335,11.2871,10.8438,8.70528,8.90999,8.93434
"AT5G42680.2",7.98223,7.6422,5.23746,5.08286,4.6609,4.6395,6.76985,4.12834,5.29912,6.62996,5.79052,8.67146,13.0439,12.5676,11.1242,13.2198,14.1454,13.2589
"AT5G42680_P1",3.3298,3.14466,5.36359,2.68192,3.32747,2.38813,1.42374,2.42827,2.4583,2.661,2.1268,1.46228,5.32628,4.02664,5.15123,6.38739,4.42591,4.66495
"AT5G42690_P2",0.823261,0.46559,0.000174209,0.322711,0.735695,0.633709,0.724072,0.556129,2.36e-08,0.474264,0.28534,1.0354,0.586645,1.28385,0.811419,0.895906,1.33557,0.846286
"AT5G42690_P4",1.00275,0.325282,1.38017,0.365153,0.0292842,0.222717,0.21296,0.206538,1.08647,1.04065,1.12288,0.347552,0.686177,0.112061,0.292167,0,0,0.182745
"AT5G42730_ID1",7.18775,4.06521,8.65838,3.90745,4.62126,4.65882,3.97082,3.60992,6.28189,2.68,2.89885,3.11355,0.665721,1.15757,0.751072,1.35217,0.775635,1.65187
"AT5G42730_ID3",9.69317,11.3681,7.03009,10.1513,9.34451,6.6722,7.10498,10.6121,7.19238,3.52108,5.91322,6.041,3.4701,3.62657,3.40452,4.43167,3.90911,3.49515
"AT5G42730_s1",1.76664,2.72576,3.13535,1.00779,1.67182,2.30957,1.44758,3.28168,1.76362,3.59314,1.64444,0.600336,1.8482,0.898855,0.679496,0.900778,0.56378,1.24622
"AT5G42810_JC1",7.27348,10.454,7.38129,8.71082,7.25311,8.73244,9.38636,9.70287,6.70453,2.19767,0.608621,2.19115,1.3209,2.03514,1.45378,1.73178,1.58981,2.53783
"AT5G42810_P1",24.6419,22.0246,23.9929,32.5376,32.73,35.0739,32.8375,32.1774,34.6412,12.8916,12.5386,10.6764,11.1781,10.7103,11.5918,10.5578,10.0883,9.13066
"AT5G42870_P1",12.3867,15.2445,12.4507,13.5206,10.391,13.4939,13.0043,12.8238,11.5219,13.0759,11.1977,12.7288,8.70483,9.5988,9.8453,8.97523,11.3962,9.76736
"AT5G42870_P2",0.689917,0.837341,1.9796,1.6926,4.5393,1.2747,1.16883,2.20117,2.08765,4.467,7.22017,5.29485,9.26827,7.52418,5.96052,7.44699,5.97246,5.8458
"AT5G42940_P1",13.6166,11.6962,14.1227,12.063,10.8452,11.0341,11.9121,11.9078,10.9529,15.3025,15.4243,15.8137,17.3648,18.4451,18.2249,17.1616,20.3177,17.4287
"AT5G42940_P2",0,1.93396,0,0.995965,0.720519,1.83065,0.398078,2.37415,1.71186,2.14432,3.2072,2.92868,3.46078,4.0091,2.2498,4.34308,3.22945,5.94228
"AT5G43080_ID1",0,0.673277,0.669427,0.255093,1.46356,1.05097,1.02006,1.61903,0.930478,0.848861,1.06804,0.779391,0.390532,0,1.5138,0.673115,0.435131,0.634315
"AT5G43080_ID4",0,0.886617,0.611377,0.671877,0.95119,1.11982,0.34508,0.30237,0.561078,0,2.55726,1.37056,1.15554,0.33041,0,0.560173,0.309845,0
"AT5G43080_P1",5.23695,5.36913,6.69129,4.25231,3.30019,5.5758,5.86004,5.83505,5.74806,6.15484,2.58611,4.81777,4.22394,6.73182,4.5073,6.19904,6.16445,5.91241
"AT5G43100_c1",6.86058,11.3281,9.18772,5.85929,3.35856,5.29912,3.05107,6.43129,4.33449,12.1102,10.5939,11.3917,5.56399,5.78733,5.31904,9.18315,7.33191,4.63971
"AT5G43100_P1",20.6457,18.5508,19.8102,18.3358,19.3692,16.1879,18.7742,17.6689,17.0666,13.972,18.7827,17.5032,18.0067,19.0775,18.796,17.3671,19.4572,21.9018
"AT5G43130_P1",19.7285,20.5319,18.4803,19.1241,19.6991,18.9217,17.8778,18.668,18.1748,21.5563,23.0897,21.1113,25.4672,22.4611,22.5708,22.6601,24.3014,23.5208
"AT5G43130_P3",1.03053,1.28589,2.43419,1.00217,2.1691,2.27638,3.59474,2.10386,2.0202,1.21687,1.62824,2.44159,1.84054,3.3396,2.86976,2.03141,1.68457,2.59742
"AT5G43210.1",4.51842,7.18588,7.22942,5.6997,6.48694,3.66633,8.03193,5.95728,8.23326,2.71701,4.7766,5.28405,5.49409,6.33129,3.65105,5.84404,5.60331,4.81971
"AT5G43210_ID1",5.0189,3.30317,2.90765,2.59066,2.25357,3.1947,0.84178,1.55699,0.342519,4.9588,2.1379,4.05941,1.29234,2.39112,2.04383,2.42291,2.66915,1.18648
"AT5G43270_ID3",13.7629,17.3743,14.9757,12.544,11.5293,10.9097,12.5367,11.8836,12.5251,33.9193,29.6367,35.5486,18.8601,15.1829,16.1259,20.5148,19.8626,20.8258
"AT5G43270_P2",8.31073,5.86014,6.5233,4.57617,6.22962,6.995,9.00446,4.49137,5.15718,24.8839,28.7979,17.306,24.0583,26.4124,23.9305,28.7645,26.2779,26.6962
"AT5G43380_P1",3.67865,2.47074,3.43454,5.61245,5.02675,4.96827,4.80108,4.25364,4.63744,2.68333,3.66078,3.36044,9.03285,9.01743,13.4145,10.3779,7.78761,10.4331
"AT5G43380_P2",0.512838,0.628432,0.690155,1.05748,1.7901,0.902593,1.10207,1.33712,0.631981,0.769261,0.143368,0.737616,1.33336,1.96233,1.97368,1.91102,1.23307,1.43504
"AT5G43403.1",7.37594,7.01393,5.51505,4.38607,4.51327,3.50747,3.93799,4.68978,3.94857,4.04923,2.45688,2.12001,1.30388,1.57437,1.39769,0.857712,1.41216,1.57559
"AT5G43403_ID2",6.58472,8.88313,8.06052,7.35984,7.47573,6.49113,6.80269,5.22507,7.1048,2.87298,2.4395,2.18954,2.06515,2.70445,2.70076,1.66341,2.36849,1.61821
"AT5G43440.1",36.3064,35.9739,33.9715,32.3881,29.2924,31.6654,31.2192,33.6058,32.7205,31.8412,25.3946,28.4225,25.0796,26.2164,24.319,23.9523,21.1252,24.5613
"AT5G43440_ID4",2.17568,1.05534,2.19622,1.42869,2.07457,0.85668,1.34733,1.80223,1.74374,1.23707,1.06532,2.40709,1.42135,2.13551,0.824355,1.50717,0.957755,0.768816
"AT5G43440_P2",14.9378,14.6056,16.8202,8.8734,10.6218,7.43506,10.0313,13.5524,10.0892,10.2641,10.2251,9.74103,4.65502,6.14658,9.29521,5.93295,9.56627,6.92715
"AT5G43470.2",32.4927,24.6016,29.4082,22.4484,28.5812,17.4714,25.9038,27.8035,27.4701,34.3273,29.0071,30.0186,26.6456,24.6273,28.9614,23.6935,30.699,26.3866
"AT5G43470_ID2",55.0525,58.0773,57.4679,49.2347,42.1537,56.6764,49.2075,47.6165,43.6689,52.3409,55.9026,55.9945,53.7306,56.5864,52.8362,55.4553,51.2415,54.189
"AT5G43500_P2",9.11863,9.91004,8.78058,7.29195,7.6018,7.47264,7.39253,6.58091,9.82178,7.37879,6.62437,7.32337,8.30581,6.81509,6.51387,7.45511,6.53089,6.69751
"AT5G43500_P3",1.45497,2.49097,2.91686,3.1325,2.87751,2.36144,1.96337,2.71352,2.53961,1.40728,1.45404,1.4353,1.22134,1.06077,1.97809,1.32932,1.9445,0.625937
"AT5G43600_ID6",2.81852,5.86987,2.39866,1.49113,1.29107,2.56455,2.98274,1.45252,3.37926,2.83589,4.63619,5.91047,2.63608,2.2742,1.57603,1.8159,2.52697,2.86192
"AT5G43600_P1",14.5066,15.439,16.4002,16.8151,20.3747,16.2877,17.4885,21.0552,17.2678,12.13,10.1076,9.02206,9.78952,8.1695,8.61107,8.85675,7.55937,5.55677
"AT5G43630_P1",3.73392,2.77168,3.673,3.83109,5.94827,1.36035,3.42371,3.02827,4.27257,1.05e-06,0.785046,4.05087,6.05117,3.82605,5.34358,1.57206,2.83411,1.11929
"AT5G43630_P4",3.77216,2.14656,3.38412,2.31387,2.23634,5.47564,6.07207,4.84242,1.37014,9.86355,5.03632,5.24415,10.1771,13.072,10.8682,11.8119,10.2596,8.37088
"AT5G43710_ID20",6.94659,2.51548,5.82807,2.10089,2.07758,1.84988,2.78826,1.33894,3.46052,0,1.95055,2.2784,0.577113,0.914468,1.83429,0.03933,1.74044,1.28451
"AT5G43710_P1",5.02995,9.44057,5.8539,7.89177,7.8095,5.96791,6.46285,8.73772,5.33955,10.5603,6.61131,5.8622,9.19453,8.25799,8.72843,10.4307,7.03093,6.75239
"AT5G43725_JC17",0.952406,1.33895,0.751204,0.762224,1.32101,0.978889,0.678661,1.20238,0.581646,0.429599,1.01098,0.479669,0.504539,0.810184,0.527665,0.351032,0.721422,0.595806
"AT5G43725_JS1",1.07864,0,0.680202,1.22959,0.394204,1.0438,0.483286,0.754847,1.05719,0.426414,0.395518,0.446207,0.209119,0.141197,0.642355,0.399156,1.01453,0.376422
"AT5G43730_P1",0.695065,0,1.12669,0.0124822,0.152765,0,0,0,0.87725,7.04e-07,4.41e-05,0.880537,0.554483,0.464962,0.300376,0.41995,0.324316,0.2525
"AT5G43730_P4",0.862638,1.03e-07,0.881738,0.416521,0.851531,0.253126,1.3805,1.4727,0.839042,0,0,0.782545,0.163118,0.353568,0,0.736567,0,0.300728
"AT5G43730_P5",1.73e-07,1.95794,0.00379335,1.02337,0.436928,1.10964,0.947068,0,0.492605,1.03057,0.822387,2.68e-09,0.750529,0,0.690894,2.26e-08,0,0.465253
"AT5G43745_c2",2.97835,0.762853,3.42625,0.562847,1.64853,1.07336,0.969152,2.09763,2.02036,2.59178,3.31868,2.7282,1.16558,1.19346,2.13344,2.10072,2.31591,1.07758
"AT5G43745_P1",15.4855,14.6113,14.2754,16.8521,16.8431,17.2584,18.1789,16.8538,16.9206,11.638,12.0027,9.74857,14.6101,15.8522,13.2738,12.7569,10.8817,12.8271
"AT5G43822.1",12.7498,10.0406,10.6091,11.8943,9.70283,10.9072,12.5627,9.68958,11.0331,9.29376,10.2395,6.0099,7.6099,8.06115,8.6022,5.0167,7.55131,8.23072
"AT5G43822_ID2",1.49397,0.944481,2.46772,1.40732,0.824806,1.31641,1.42036,1.8229,1.15752,0.913346,0,3.85331,1.87598,1.85373,1.91953,3.82587,1.5205,1.71679
"AT5G43910_ID1",1.55144,2.76849,3.23627,3.26925,3.13353,2.02224,2.00755,2.79873,2.11539,1.77045,3.81199,2.1803,2.72277,2.39506,1.52264,1.59737,2.48036,1.50853
"AT5G43910_ID7",2.08499,1.6715,0.797616,0.658996,0.652011,1.36146,0.234875,1.18425,0.588249,1.96996,0.743716,1.34967,0.635162,0.611318,0.992719,1.71191,0,1.24231
"AT5G43910_P2",0.981563,2.49718,2.88971,0.60585,0.172405,0.884134,0.858971,0,0.462632,12.0727,9.97705,10.759,8.40977,10.4442,8.51328,9.87388,10.028,11.1458
"AT5G43920_ID5",0.814842,1.80303,2.70188,2.23756,4.91177,3.55738,1.28821,3.72457,1.76702,0.644618,0,0,0.495605,0.530459,0.281708,0.712568,0.422308,0.281053
"AT5G43920_P1",11.5008,11.3562,10.8405,12.6264,6.82799,9.76868,11.6132,8.69964,11.614,8.57932,8.19704,7.59197,9.71009,8.50762,9.31349,8.77542,9.56758,10.0274
"AT5G43930_c3",2.6993,4.21481,5.32078,5.24542,4.04786,3.02309,1.7455,2.23829,4.16809,3.30387,0.863085,3.04374,0.308933,1.762,0.154299,1.78411,2.60103,0.297259
"AT5G43930_P1",2.83938,2.89662,3.07363,2.29763,1.82875,1.10832,2.36369,1.96708,2.55853,4.56415,1.6675,2.8267,4.81217,6.7494,5.72922,6.23584,6.03606,6.45015
"AT5G43990_P11",0,0.353999,0.839629,1.24587,1.26864,0.151014,0.924252,0.103292,0.812294,1.55042,1.10713,0.965108,1.11106,1.1239,0.536348,1.10062,2.19874,0.556822
"AT5G43990_P7",8.37e-07,0,0.449565,0,0.111143,0,0.341398,0.00157923,1.24068,1.27614,3.15e-08,1.05094,0.993854,0.997183,0.44276,2.40365,0.196839,0.172104
"AT5G43990_P8",1.43791,0,0.000503067,0,0.260435,0,0.75613,0.591909,5.42e-07,1.14949,0.753832,1.20573,0,0.0255916,0.416897,0.000524857,1.12729,0.494685
"AT5G44010_ID3",0.73343,1.04503,0.956743,1.01753,0.623167,1.78789,0.73606,0.190555,6.43e-07,1.02012,2.96679,1.56674,1.13694,2.62015,0.895726,1.39572,0.821958,2.4637
"AT5G44010_ID4",0,0.528587,0.563052,0.202193,0.183538,0.429487,0.20207,0.352505,0.821231,1.00613,0.00466315,1.35114,0.998664,0,0.346611,0.934428,0.471639,1.06e-09
"AT5G44010_P2",0.444775,0.40688,0.812211,0.382407,0.550166,0.106915,0.536746,0.618487,0.658356,1.60591,1.8126,1.50975,1.42679,1.83394,0.837172,0.613222,1.49359,1.86415
"AT5G44010_P3",1.72998,1.61561,0.873935,0.298609,1.59066,2.22759,0.591052,1.00913,0.795717,0,1.32749,0.88067,0.280896,0.657913,0.834445,0.723529,0.953422,0.324918
"AT5G44010_P4",2.33168,0.805017,1.46785,2.00351,2.06201,0.463592,2.0858,0.34992,2.80574,1.61898,1.00956,1.79425,2.48079,0.903402,2.41806,1.73682,2.84699,1.81711
"AT5G44030_ID1",0.788024,1.34277,0.481116,0.296973,0.832952,1.11865,0.415183,1.25729,0.680112,1.11703,0.918849,0.827641,1.15191,0.569883,0.966895,0.755709,0.864761,0.666221
"AT5G44030_ID11",1.32998,0.983851,1.76434,0.728672,1.26409,1.16343,0.914478,0.869434,0.543139,1.51195,1.48128,1.66633,0.608374,0.863458,0.952673,0.887271,1.06972,1.3711
"AT5G44030_P1",3.01407,3.44575,3.50747,12.0735,9.64072,9.75362,8.8819,7.46533,8.95363,1.57615,1.66839,2.05489,7.88963,8.82617,7.82046,7.6059,8.29656,8.41118
"AT5G44050_P1",0,0,0.874447,1.7013,2.56366,3.40169,0,0.883818,1.68178,2.72053,2.90015,0.854792,4.2634,0.68549,3.09782,0.700915,1.51256,1.30317
"AT5G44050_s2",1.27373,1.4835,0.686699,4.15502,3.03156,2.39888,4.31479,2.94812,1.25852,0.505764,0.252242,3.83897,5.51995,9.73934,7.27676,10.4609,9.25412,9.96213
"AT5G44150_ID3",1.04284,2.25511,2.59756,1.30603,1.1888,1.56609,2.70046,1.21682,0.539231,1.44068,1.17399,1.16368,1.40078,1.50985,1.14918,2.81229,1.9072,2.27386
"AT5G44150_P1",5.70258,4.78199,4.94392,7.40678,6.17578,6.44514,7.41795,6.8488,7.93777,6.38383,7.0333,6.34985,10.1683,8.66213,9.61055,9.21888,11.7037,10.6802
"AT5G44230_P1",3.23282,3.36867,3.51312,3.50089,3.73062,3.0065,2.93857,4.02862,3.32601,3.05977,2.79512,2.74341,2.40326,3.12482,3.57575,3.52492,3.03291,2.31368
"AT5G44230_P2",0,0.308034,0,0.376077,0,0.575698,0.664917,0,0,0,0,0.543005,1.01463,0.418427,0,0.531055,4.53e-08,1.12686
"AT5G44290_ID66",6.96864,5.80796,6.40312,1.89176,3.12561,3.37064,4.55857,3.5776,2.84784,4.86205,8.12446,10.815,6.02975,6.36959,7.08037,7.88097,3.94194,5.86688
"AT5G44290_P2",13.8877,13.562,13.1207,12.2604,10.5202,13.591,11.729,10.7407,12.9063,29.7334,24.9835,22.366,25.4133,22.0726,23.8734,27.3051,24.3103,25.719
"AT5G44490_ID1",0.26656,0.814697,0.324213,1.83877,2.88e-08,2.86356,0.643294,2.02967,2.11772,0.953075,0.755236,0.441415,0.688003,1.38415,0,1.50127,1.32061,1.72083
"AT5G44490_P1",9.7e-08,1.05634,1.14745,0.625046,0.95311,0.00255062,2.27936,0.548601,1.64424,0.344782,0.355883,0,1.38701,0,1.16636,1.16759,0,1.26382
"AT5G44490_P2",0.578446,1.6256,1.38883,1.92317,1.20299,0,0.313934,1.37329,7.16e-10,6.48e-06,0,0.417321,0.0948988,0.686063,1.71e-06,0.000133841,0.000119572,0
"AT5G44510_P3",2.85587,5.84875,3.98169,4.47757,3.56349,2.42138,4.48828,3.54062,5.97421,1.40215,3.28114,2.24385,1.67651,1.47651,1.63735,1.32651,2.56875,2.63351
"AT5G44510_P4",9.49544,6.16823,7.55559,6.13796,6.26773,8.18178,5.24391,5.66154,5.1715,5.31004,4.17142,5.48245,4.31981,4.12293,4.66478,4.76885,3.48449,3.63436
"AT5G44520_ID8",12.4934,9.21713,8.60575,8.77962,10.4192,5.96811,8.17923,7.10364,8.40193,9.91174,10.677,8.61974,9.46691,5.1415,11.7346,8.29024,9.35559,7.02535
"AT5G44520_P2",34.1081,38.5379,39.8173,32.777,32.8362,36.9277,36.8437,38.5293,35.211,25.1256,26.5631,24.9172,28.2412,30.968,28.1897,27.991,28.9444,29.6726
"AT5G44530_ID2",4.86695,4.04127,4.22136,4.99966,2.13448,2.91373,4.20646,2.59775,3.00323,1.72375,1.99798,0.730435,1.69488,2.15881,1.6009,2.42267,2.29562,2.78954
"AT5G44530_P1",2.94211,4.4607,2.14898,0.800128,3.64613,3.04821,2.19533,4.04103,3.21287,4.92314,6.24348,6.90117,6.01087,5.17835,5.73045,6.19588,5.53316,5.42709
"AT5G44568_ID1",11.0551,10.0133,9.72393,2.14629,2.25146,2.35498,3.34242,2.35976,2.97779,54.7056,53.1893,59.988,13.7553,16.4086,17.3258,19.2534,21.9019,21.7403
"AT5G44568_P1",32.3134,28.5278,27.4954,3.90611,5.75427,4.53182,3.84208,7.98387,6.68597,147.211,147.387,135.494,48.4032,51.197,47.0935,50.4591,50.5825,52.7712
"AT5G44600_ID3",7.51134,10.0111,9.08878,6.53539,7.0155,8.15757,6.23708,10.1443,9.54514,7.13974,6.48716,6.78019,6.09177,8.56609,7.37186,7.93388,6.98808,6.66894
"AT5G44600_P1",7.90356,4.46603,5.95691,8.26489,6.23824,7.45204,6.74393,4.70224,6.15651,6.6751,5.72275,5.98973,6.88523,6.14027,6.10024,5.67776,6.81588,6.80776
"AT5G44635_c2",1.38446,1.34025,1.43466,0.772653,1.69941,1.28828,0.83622,1.4681,2.31431,1.04111,1.6813,1.68937,2.83994,2.08699,3.46564,2.35079,3.76473,3.655
"AT5G44635_P1",8.07813,8.30614,8.47752,11.5442,9.09371,10.766,9.99723,10.2167,9.50213,9.44299,7.82713,8.53318,12.5049,11.9585,11.8029,11.6338,12.5123,13.1118
"AT5G44660_P1",20.548,20.1294,20.3751,16.9847,16.3674,15.7159,14.435,12.1524,15.3262,17.4615,18.676,16.6025,13.508,14.6479,15.3449,13.0579,15.0361,13.8696
"AT5G44660_P2",5.27515,5.42842,6.81666,5.36518,5.69234,4.20879,4.76999,5.45818,3.4134,3.36014,3.30024,4.13838,4.20375,3.07415,4.02975,5.32189,3.10826,5.32826
"AT5G44730.2",31.7842,26.9265,33.2535,25.909,30.8371,27.6947,29.4016,31.505,27.019,29.3527,30.2492,28.3882,30.9167,31.1586,29.0416,27.6165,30.3342,27.4221
"AT5G44730_ID4",1.37541,3.85338,2.71002,8.92817,7.30657,7.69327,5.52435,5.68907,5.97116,2.90191,3.54753,1.70938,0.665894,1.12538,0.839237,2.61275,1.21178,2.2055
"AT5G44740_JS9",1.4841,0.379475,1.10889,1.01957,1.19952,1.62047,1.74024,1.51254,1.31104,0.464131,0.998649,0.626565,0.157812,0,0.331709,0,0.660953,0.625037
"AT5G44740_P1",0.462664,3.26e-09,0.784086,1.14377,0.702051,1.40298,2.19579,0.990451,0.746587,0,0.928774,0,0,0.396494,0.682179,0,0,0.520913
"AT5G44740_P2",3.45406,5.0174,3.43611,3.72078,3.29815,3.13154,1.34969,1.81612,3.91129,3.19585,2.36245,3.30335,3.53725,4.72302,2.50853,3.87782,3.22722,3.2859
"AT5G44740_s2",0.53081,0.980147,0.545141,1.20068,1.02222,0.804862,0.360265,0.607856,0.509308,0.377359,0.136813,0.332857,0.259732,0,0.242916,0.30113,0.2852,0
"AT5G44750_JS6",16.3997,16.8747,15.6438,15.0934,11.4828,13.5898,12.7901,9.46798,11.2004,12.4406,13.7627,11.7348,8.8678,9.049,10.6692,7.27867,8.09628,8.12145
"AT5G44750_P1",6.81661,4.43801,9.4519,4.11949,6.3949,3.65248,3.74401,6.14466,3.1928,6.18757,4.6719,6.29184,4.22753,4.07202,2.54607,5.9827,7.91475,5.60692
"AT5G44750_P2",4.87012,8.1181,4.98653,3.33818,3.88823,3.83262,3.89597,3.68914,5.73222,3.51426,2.73667,8.89e-07,0.801063,3.45548,3.98742,1.01592,0,2.88582
"AT5G44860_P1",5.70073,5.5121,3.87731,5.13743,3.69275,3.49795,5.97435,5.92671,5.25129,4.42608,6.7255,4.86849,6.45423,3.30673,4.81348,5.99719,4.90611,5.8657
