"Targets","T9_biorep1_techrep1","T9_biorep1_techrep2","T9_biorep1_techrep3","T9_biorep2_techrep1","T9_biorep2_techrep2","T9_biorep2_techrep3","T9_biorep3_techrep1","T9_biorep3_techrep2","T9_biorep3_techrep3","T10_biorep1_techrep1","T10_biorep1_techrep2","T10_biorep1_techrep3","T10_biorep2_techrep1","T10_biorep2_techrep2","T10_biorep2_techrep3","T10_biorep3_techrep1","T10_biorep3_techrep2","T10_biorep3_techrep3"
"AT1G01020_P1",10.861,9.41237,10.6652,8.82086,7.91469,9.33429,11.0853,12.6086,11.0618,8.59854,7.72621,10.0841,9.70736,10.5433,10.9411,11.7948,10.7082,10.8894
"AT1G01020_P5",2.48755,4.28794,1.61578,3.35543,6.22487,4.27568,2.29305,0,4.12652,0,2.09121,0.870558,2.00972,1.07648,1.89603,0.0343089,0.580502,1.68171
"AT1G01060.2",0,0,0,0,0,0,0,0,0,0,0,0,0.846291,0,0.00714533,0.055365,0.234418,0.731038
"AT1G01060.3",0.332697,0.818723,0,0.288658,0.61377,0.477557,0,0,0.14684,0.0421453,0.433892,0.307018,6.73e-07,0.231655,0.513217,0.631934,0.939925,0
"AT1G01060.4",0.222671,0,0.366275,0,0.153535,0.25695,0.297692,0.279325,0.216068,0.510779,0.226799,0,0.58244,0.593544,0.653824,0.878765,0.433661,0.564713
"AT1G01060_JS31",0,0,0,0,0,0,0,0,0,0,0,0.183024,0,0.247884,0.143269,0.479936,0.557837,0.249019
"AT1G01060_P1",0,0,0,0.228875,0.046091,0,0.0816926,0.0921324,0,0.12764,0,0,0,0,0,0.00261401,0.00190077,0
"AT1G01060_P7",0.148166,0,0,0.166992,0,0.164462,0,0,0,0,0.127355,0.212679,0.425777,0.144236,0.463622,0.48786,0.240849,0.604119
"AT1G01110_P1",0,0.694959,0.499876,0.209397,0.461653,0.471166,1.70847,0.730429,0,0,0,0,0.282303,0,0.614106,0.914444,0.428211,0.797005
"AT1G01110_P2",4.43e-09,2.36469,2.30786,1.5407,0.988125,0.985713,1.00692,1.04179,1.81328,2.4819,2.41102,1.59931,2.24308,1.92684,2.88921,2.99146,2.73727,2.38894
"AT1G01110_s1",3.06089,0,0,0,1.02976,1.10515,0,1.17204,0.368852,0,0,1.09007,1.16872,0.500029,0,0.000197967,0.405241,0.42545
"AT1G01160.1",33.2204,35.7915,36.2404,38.7696,36.8523,37.0182,31.2486,27.3841,29.8639,28.2671,27.4887,23.2512,25.5467,27.265,25.0673,25.2117,25.1675,22.7639
"AT1G01160_s1",4.86726,7.51305,6.2043,4.42751,4.92029,5.69681,4.62611,7.06302,7.0045,3.18118,4.18775,3.85541,2.21348,2.62409,2.56074,2.63176,3.13033,2.3899
"AT1G01220_P1",14.2526,14.1514,14.9276,11.0123,12.8233,10.778,11.8439,10.9822,11.1338,11.7987,8.33525,7.40611,7.70833,3.81284,8.96134,8.88667,4.15979,7.99782
"AT1G01220_P4",2.20847,0.245696,0.0418449,4.13314,1.10074,3.09521,1.70617,4.21124,3.76006,0.144521,4.15997,1.56602,3.61254,4.64927,1.86907,1.68599,6.76166,3.65675
"AT1G01220_P5",9.63e-07,4.62392,4.00213,4.27e-07,2.68388,0.126247,0.0571415,0.000618448,0.153093,5.60437,2.36871,8.1051,2.20455,0.418517,1.80698,1.99597,0.000183243,0.000385402
"AT1G01220_P6",1.99846,0.0269903,0.0119944,2.4735,2.66e-07,2.85015,3.87522,1.96884,1.50793,0.0199964,2.77618,0.618208,4.01002,6.60996,2.81507,2.09779,4.63968,5.14433
"AT1G01260_P1",4.88634,6.28609,6.72823,5.47068,4.68816,4.75007,6.1583,5.63894,6.42944,7.63759,8.30715,10.7811,8.09256,7.36132,8.57056,7.29927,9.23083,9.31006
"AT1G01260_P3",4.14259,3.76187,3.37615,2.27772,3.08541,3.7725,2.85186,3.49283,2.09561,2.72222,2.46444,1.58299,1.37366,1.80046,1.79701,3.21889,2.5819,2.09373
"AT1G01290_P1",3.69442,4.26439,4.90754,4.02592,2.61073,4.46697,4.25075,3.56268,3.92715,3.59342,2.22044,2.2035,2.39793,2.71856,1.96053,3.23284,2.70849,3.07632
"AT1G01290_P2",12.3311,8.79384,10.8936,9.7807,8.54134,9.15069,7.67608,9.22869,8.24374,8.64272,9.42021,9.48092,10.2057,9.73479,11.6215,8.68746,10.8561,10.5648
"AT1G01340_JS2",0.52266,0,1.42561,1.3281,1.92334,0.151262,0.183318,1.10806,0.904712,2.08986,3.75981,1.87458,0.94268,1.03236,0.84448,1.62397,2.14486,2.81902
"AT1G01340_P2",4.49664,4.76968,2.96434,1.92726,0.470988,1.94116,1.77902,1.71909,2.05164,13.1975,11.7807,13.6358,12.6205,11.7309,11.537,14.4826,14.7318,13.699
"AT1G01370_P2",1.84634,0.894555,0.8617,2.29282,2.60343,2.99121,2.35131,1.51142,2.05413,1.64348,2.93738,2.19358,2.76036,2.92869,2.97154,3.28422,2.97399,2.15413
"AT1G01370_P3",2.65775,1.31074,3.73276,2.08882,3.28293,1.76076,2.47947,1.1291,1.20044,2.77098,0.757003,2.07745,2.50374,1.87112,1.83363,2.29296,2.54991,2.57944
"AT1G01448_ID1",3.7859,4.33097,2.24242,2.3367,2.45508,3.28162,2.37048,1.72865,2.31181,2.56956,1.97652,2.20753,2.41138,2.35924,2.14728,2.74759,2.02798,1.82209
"AT1G01448_ID3",5.32396,5.1941,5.09957,3.96923,4.7166,4.87159,3.40862,3.08294,3.53688,3.37246,3.93898,3.17459,3.36322,3.46345,3.12031,3.43131,4.00608,4.29391
"AT1G01520_P1",1.31408,2.01133,2.73036,0.326246,1.1429,0.853745,0.464899,0.861839,1.14435,0.61009,0.322891,0.357273,0.167327,0.155038,0,0.541124,0,0.360952
"AT1G01520_P2",0,0.940953,0,0.322179,0,0.338805,0,0,0,0,0,0,0,0,0,0,0,0
"AT1G01520_P3",0.412053,0.00197723,0.356825,0,0,0.0270543,0,0,0,0,0,0,0,0,0.293621,0.125436,0,0.160069
"AT1G01520_P5",1.03393,0.264505,0.490739,0.442164,0.21916,0.304407,0.775122,0.400299,0.313974,0,0,0,0,0.070925,0.145613,0,0,0
"AT1G01550_P1",146.261,139.146,139.046,103.756,101.411,106.558,102.805,103.311,105.359,155.002,141.299,154.107,182.698,182.202,185.432,199.956,200.495,196.446
"AT1G01550_P2",11.6841,13.6294,14.3378,9.71389,8.44071,8.93336,10.2524,9.56722,8.24024,25.2184,31.1682,31.0329,31.2383,30.8142,31.0968,39.1157,40.7515,41.8599
"AT1G01690.1",4.19805,2.72968,1.30976,1.29411,1.16033,1.04388,1.95576,1.81281,1.42447,1.78011,1.50225,2.37414,1.2789,5.20389,1.57414,3.88316,1.07599,1.00864
"AT1G01690_P1",1.84202,1.2108,1.57,2.68304,2.97157,2.72e-05,1.16177,1.51719,2.02346,1.22337,0.92751,0,0.65556,1.73453,1.53393,3.18958,4.28e-08,2.13393
"AT1G01690_P2",0.000370967,2.32124,1.64977,3.09762,2.28989,4.27997,2.99997,2.47438,1.59804,1.25863,2.22674,3.47554,3.0407,0.231606,1.24808,0.000550132,2.63898,2.13281
"AT1G01690_P3",0.00191298,0,1.24686,1.12524,1.50823,2.36297,0.757197,1.10848,1.79532,1.73176,0.641521,0,0.880275,0.00247941,1.93315,0.0079792,3.52809,1.43518
"AT1G01700_P4",1.5096,1.74546,2.04738,1.04351,1.74784,0.631039,1.40082,1.75491,1.25631,0.827548,0.525308,0.800401,0.231539,1.07364,0.442472,0.205663,0.519185,0.276087
"AT1G01700_P5",1.66857,2.82727,2.67662,1.23477,1.98662,1.61563,2.02936,1.57411,1.41084,0.599203,0.801191,0.681352,0.247862,0.716317,0,0.114784,0.54016,0.758774
"AT1G01710.1",11.8959,9.60644,11.2459,9.07374,11.77,8.99704,10.6027,9.71866,3.8335,7.05135,5.61584,7.94464,5.392,7.88557,4.86814,8.4681,7.57933,5.252
"AT1G01710_JC10",15.2608,16.4649,13.7671,9.04132,10.1883,11.8602,12.0167,17.9116,15.69,10.9543,11.6808,7.66605,8.65046,6.04586,9.65508,8.84799,7.48548,9.25755
"AT1G01710_JC8",3.16e-07,9.63e-09,1.41754,1.43697,6.86e-08,2.03203,4.83e-06,0.0023817,7.16697,5.06526,4.84913,2.21453,2.26237,1.85383,1.9439,0.000483849,0.00036193,1.47047
"AT1G01740.1",0.237135,0,0,0,0,0,0.00322451,1.07135,0,1.68056,0.244065,0,1.09928,0.0245,1.86924,2.5e-06,0.0431306,0.917736
"AT1G01740_P2",2.51458,3.08707,2.93341,1.54153,2.01043,2.3601,2.08072,2.74343,1.24105,0.165296,0.33278,1.64004,0.229892,1.56479,0.52173,1.15091,1.22393,2.64762
"AT1G01740_P3",1.47e-08,0.82644,1.06314,3.41594,2.53892,1.92445,1.16708,2.05119,1.48838,1.92408,1.87091,1.75731,2.16993,0.933001,1.41017,1.2346,0.866201,0
"AT1G01740_P4",1.26977,1.37781,0,0,0,0.344185,0.840167,0,0,0.25971,0,0,1.2e-05,0.727122,2.61e-07,0.239609,0.824734,0
"AT1G01740_P5",2.73102,1.54914,2.28852,1.24615,1.17482,1.56006,2.1609,0.442642,1.61612,1.19263,2.5601,0.967166,1.40649,1.70227,0.841613,2.27738,1.69869,0.778411
"AT1G01760_ID29",2.72973,2.10854,2.27827,1.47457,2.82905,1.10444,2.82758,0.643894,1.50232,0,1.12399,1.28817,2.15828,1.64541,2.20061,2.14073,1.82538,2.38489
"AT1G01760_ID3",0.643011,1.07717,1.24381,0.997313,1.01926,0.760479,1.30775,0.721074,0.467255,0.767958,0.619737,0.82892,0.621411,0.264876,0.819054,0.762206,0.272651,1.08351
"AT1G01770_ID7",5.27985,4.44522,4.64185,6.06132,4.65474,4.47193,3.74496,5.27708,4.37678,1.89432,1.90036,2.6012,1.25233,1.13496,1.50743,1.19384,1.02976,1.32859
"AT1G01770_P1",9.41438,8.91322,6.81367,7.57202,8.86708,8.8239,8.21961,7.9217,8.1019,4.66547,5.8379,5.93173,6.40436,5.49694,5.4234,3.7197,4.03542,4.4085
"AT1G01830_c1",5.13409,9.61737,11.7,5.78445,4.67149,2.61405,4.17187,3.02874,6.74351,4.56519,6.5797,5.76408,4.66555,1.26193,1.44445,5.94575,5.53343,6.55406
"AT1G01830_P2",14.1345,11.1278,9.04133,6.99577,7.97332,11.1768,9.86992,10.0514,7.83399,12.4748,10.1853,11.7435,7.46998,10.3392,10.3993,6.16849,5.93876,5.20607
"AT1G01860_ID11",3.16107,1.88425,1.08758,2.3759,1.74695,0.734584,2.16779,2.75627,0.826807,2.01453,2.15235,2.04374,1.53056,2.23697,2.14892,1.91166,2.85147,1.12784
"AT1G01860_P1",11.6891,13.4763,14.976,15.1669,12.9635,13.7468,17.4733,13.7719,14.8264,10.1777,8.13814,9.45105,14.5404,16.6055,12.388,13.7386,12.849,15.3732
"AT1G01880_ID2",0.0330534,0,0.334685,0.0852459,0.358703,0.281607,0.38224,0.182693,0.964069,0.455924,0.451415,0,0.616963,0,0.280166,0,0.46324,0.541302
"AT1G01880_P3",1.26412,1.01684,1.11269,1.17674,1.33583,1.00309,0.442782,1.63858,0.323415,0.738209,1.22072,1.12605,0.826047,1.59863,1.06748,0.664612,0.754605,0.559589
"AT1G01910_ID2",2.70671,5.41657,0,0.741686,1.08789,1.44152,1.53536,0.487634,0.626354,10.0061,12.056,9.34146,14.6601,11.6123,15.173,14.1937,14.6277,18.717
"AT1G01910_ID6",30.3229,28.7072,30.1853,31.8908,33.0184,30.3591,32.7176,29.1095,28.3118,27.9266,25.0082,30.5286,29.2981,34.904,33.4894,34.1324,30.3924,30.9734
"AT1G01920_JS2",4.17222,1.82095,2.24908,0,2.0174,2.66017,2.22688,2.22937,1.83405,0.447485,1.19548,1.85398,1.57157,1.54853,0.406352,2.30502,0,1.65852
"AT1G01920_P2",6.02058,7.68145,4.7562,6.07386,9.60178,8.38263,6.75099,5.25691,9.80474,6.06718,6.88262,5.84463,5.50008,6.95329,5.27322,4.29572,4.30714,5.04533
"AT1G02080.1",10.6759,12.0685,9.75948,5.85835,5.60504,5.25663,4.17247,3.66275,7.11655,9.04928,6.61045,11.3182,8.90088,8.51325,9.30051,8.35937,8.86927,8.60365
"AT1G02080_P2",16.3357,14.4246,15.5093,16.1297,15.8712,18.9143,16.8651,16.9203,13.1613,13.5744,14.2772,12.0477,14.1393,13.3978,14.4383,13.3028,11.8726,11.9259
"AT1G02090_P1",32.4316,28.027,30.049,31.6879,34.6098,26.6369,28.8099,28.4926,28.8952,25.0587,27.4631,24.7065,30.744,30.8312,30.7632,32.8809,34.3207,30.9348
"AT1G02090_P2",4.94775,8.63631,9.57148,10.3091,6.13365,12.4867,8.22667,8.84554,8.15194,9.96349,9.7478,6.93878,11.5017,10.2078,10.1115,7.0528,11.0788,8.87031
"AT1G02090_P3",4.07794,3.34585,4.14683,2.66892,2.78055,2.04502,2.68743,2.62386,2.90024,4.60156,3.69044,4.00415,4.85906,4.26355,4.37233,5.29019,4.11605,4.83805
"AT1G02100.1",10.9795,10.5772,12.5948,14.1206,10.0312,8.04707,9.42405,9.19639,10.1501,12.0407,12.2838,15.3366,11.6552,7.79653,12.3998,6.61923,11.119,7.80091
"AT1G02100_ID161",14.7991,18.3291,12.2999,13.4994,17.4132,14.6343,12.6997,16.2868,11.3839,11.9668,12.6845,15.2478,14.4408,14.9032,11.8541,12.8389,11.951,16.8791
"AT1G02145.3",10.0994,14.9903,12.1964,14.0038,12.3512,16.6071,12.4384,10.6135,14.1259,8.35138,13.4516,9.51427,9.15625,6.97083,8.54761,12.1268,10.138,11.159
"AT1G02145_ID332",0.295256,3.12533,2.54209,1.40479,2.1053,2.25627,4.23499,2.16313,3.04953,2.46617,2.50982,3.24102,2.55771,4.31253,2.23595,4.12528,2.53897,3.83224
"AT1G02145_ID474",10.1676,3.30508,4.96078,3.6817,5.59084,4.61482,3.75288,4.75533,5.84762,3.43075,0.798044,3.09965,5.87704,6.53146,5.64025,3.33106,3.42685,3.22265
"AT1G02220_ID4",1.15364,1.68344,1.44492,0.708075,1.2121,0.79648,0.871103,0.171899,0.263815,1.55848,0.92496,0.718209,1.05139,0.243845,0.528442,0,1.05719,0.1735
"AT1G02220_P1",3.06741,1.78245,3.22989,3.00578,3.49583,3.14483,1.54885,2.75707,2.29332,3.1643,3.65503,4.92943,3.77291,4.29178,4.57259,3.82345,2.37133,3.49463
"AT1G02260_P1",16.7542,21.4617,22.0737,11.9829,10.3392,10.61,11.4145,12.6528,12.8316,15.3102,12.5084,13.0113,9.57989,9.77193,9.91936,10.6031,8.84943,9.55501
"AT1G02260_P2",9.65474,6.648,6.04584,3.61848,4.4986,5.01314,5.10491,4.19394,3.95576,5.68596,6.1739,8.58182,3.52191,3.15316,2.88688,2.46991,3.11153,3.13893
"AT1G02300_ID11",6.70876,4.93704,4.32887,4.63733,4.28307,2.10231,4.10805,5.26335,0.982243,2.32705,1.82763,1.89304,0.576707,0.841927,0.791561,0.695274,2.01621,0
"AT1G02300_ID7",9.76879,5.37952,9.4259,7.16011,6.51928,6.48446,3.5958,5.4203,8.19892,6.03324,3.88765,4.72724,3.59193,2.33444,2.65139,2.40067,0.178442,3.13623
"AT1G02300_s1",3.31689,4.65608,4.91692,3.50504,3.10638,3.15525,4.67828,3.83434,4.20038,1.67238,3.35107,3.47422,0,0.662676,1.63468,0.662213,1.62181,0.983154
"AT1G02350_c1",1.08714,3.37776,1.479,0.678273,0.812077,1.36432,1.89607,0,0.893194,8.25876,1.44069,4.46654,6.26756,6.78896,9.6565,9.30165,2.82483,10.2542
"AT1G02350_c2",1.87402,0,2.18943,2.55988,2.12076,1.81521,1.89888,2.39164,2.12059,2.05507,7.03168,7.08569,3.758,4.9568,4.58003,2.39908,6.28904,1.89515
"AT1G02350_c3",1.10471,0.747154,0.555571,0.420134,0.97995,0.636675,0.381579,0.732301,0.180786,2.22224,1.40909,0.817982,2.12752,2.77325,2.40504,1.25004,2.70228,1.63505
"AT1G02350_c4",1.35631,1.60009,0,1.45997,1.36014,0,1.57668,2.73389,2.98384,4.56057,7.26e-07,0.000137984,4.35e-05,0.884486,2.86898,2.51851,6.73156,6.29e-06
"AT1G02350_c5",0,9.27e-08,1.58467,0.254311,0,1.36375,0.360578,1.03e-08,1.16e-06,19.1063,25.9145,22.5993,36.2689,32.6069,26.9753,38.5342,34.583,36.5168
"AT1G02500.2",31.5589,22.0864,24.1425,17.0968,18.8751,16.7584,21.1207,23.0015,17.289,25.4679,21.4934,22.9183,27.7735,29.814,29.8609,26.3128,28.9729,29.7755
"AT1G02500_P1",247.243,253.247,248.242,257.595,251.561,251.79,246.222,241.037,247.316,196.671,204.203,204.623,234.672,234.531,235.548,231.551,232.37,230.594
"AT1G02680.1",13.9148,13.4739,14.5361,14.3336,14.463,11.0179,13.1088,11.6108,12.5747,8.09305,10.952,10.5377,14.2095,14.111,15.2793,12.6698,14.1255,11.4646
"AT1G02680_c1",7.61858,0,3.68947,6.38729,4.25584,8.61396,8.24181,8.34452,2.92988,10.8848,6.37689,4.61603,5.29943,0,4.70188,2.75422,4.5385,7.04654
"AT1G02680_JS1",0,0.300946,0.295363,0.414574,0,0.755387,0.405327,0.311378,0.406076,2.65392,0.883697,0.952178,1.37671,1.2694,1.52159,1.85122,1.01142,2.20332
"AT1G02840.3",11.3969,11.0476,9.72716,6.75242,8.46949,13.8713,10.2683,7.65853,8.95058,11.5186,14.397,13.627,10.5369,13.2246,18.6864,11.9562,15.5229,17.2969
"AT1G02840_P1",55.8961,60.9718,61.2741,53.579,50.6021,48.9145,47.2653,52.6934,51.2744,55.3429,51.9445,49.684,66.7338,60.0295,58.4867,59.1548,56.1246,52.9484
"AT1G02850_P1",20.1777,15.2528,17.2332,21.1082,16.7415,16.8861,17.8649,21.3874,19.974,11.1351,9.81829,10.5887,11.3876,9.34315,8.75065,13.0276,10.4453,8.93223
"AT1G02850_P3",10.3797,10.4225,12.9243,7.40359,5.2216,5.14483,6.04139,6.03981,6.37437,4.90068,3.94251,4.51121,3.32553,3.55549,2.4018,2.32804,3.81853,3.3037
"AT1G02850_P5",8.49173,12.7021,9.21909,7.05035,11.8668,12.1385,12.0602,4.76214,8.90964,8.65527,11.4025,7.841,5.10208,5.3131,6.80103,4.25371,4.7828,4.46506
"AT1G02880.2",1.09352,9.63e-07,5.02347,1.62151,0,2.72e-05,0,0,0.00102557,3.02323,2.35e-05,0,0.0306225,0.00501969,0.122379,0,2.97449,0
"AT1G02880_ID11",12.8388,9.46264,9.68644,7.06997,7.74138,8.92033,9.26323,6.76096,8.04244,4.14569,2.74867,6.76358,4.76688,3.56599,2.7898,4.07885,2.4207,3.26295
"AT1G02880_P3",7.09921,7.21079,7.02158,13.9453,13.8178,13.0688,13.0102,14.5634,12.6607,7.38795,11.7352,9.89081,7.85033,8.90923,10.1643,7.45704,5.89197,10.7073
"AT1G02880_P5",1.42037,1.34005,1.46513,1.68653,1.31842,1.84796,1.81204,2.08478,1.4473,5.60157,6.31828,4.33937,2.65517,2.08936,2.44494,5.5944,4.78876,4.72607
"AT1G02930.2",532.576,543.651,559.991,360.836,311.578,343.867,443.193,489.882,487.614,666.991,681.422,701.279,338.866,337.484,355.526,316.381,364.617,352.966
"AT1G02930_P1",149.699,144.38,156.738,466.032,541.999,560.671,616.505,564.631,571.058,89.4137,103.496,96.1619,126.206,124.96,133.351,176.328,133.86,171.491
"AT1G02960_P2",4.5734,2.76618,6.12148,3.3439,4.37712,3.08026,3.92629,4.90681,5.67014,5.64224,6.29475,5.00834,3.16441,5.49892,3.30182,5.37857,4.95526,5.04507
"AT1G02960_P4",7.71735,5.04202,6.203,5.58392,3.84889,7.11705,4.47054,5.87491,5.19071,2.424,2.88916,4.69864,4.94674,3.4725,4.52569,1.7909,1.90092,3.82858
"AT1G03000_ID4",6.18076,3.80316,4.58525,4.84479,3.52138,1.85545,4.79122,3.27034,4.94042,5.79406,4.84916,3.75077,3.09814,2.14815,4.57006,4.21753,2.44396,4.27002
"AT1G03000_P1",7.31649,7.31556,6.54853,7.01899,7.97379,8.26274,6.71547,7.92497,5.70163,4.47859,5.90277,7.63696,5.73215,4.10069,5.57868,2.63177,4.91667,4.6459
"AT1G03010_JS2",1.29555,0.796781,1.06361,0.514102,0.171578,0,0.335992,0.177713,0.169209,0.551453,1.0864,0.162111,0.401212,0.693788,0.752437,0.361664,0.136354,0.391053
"AT1G03010_P1",2.61012,3.40388,2.57746,0.555822,0.849538,1.31658,0.539041,0.914119,0.403538,2.18638,2.35017,2.50748,1.35886,1.05205,0.803174,1.34707,1.31325,1.61165
"AT1G03055_P1",3.79178,3.66925,3.84528,8.81573,9.25623,9.39348,9.57834,8.22378,8.9689,3.67442,3.46902,4.70782,7.17088,7.41596,6.83692,8.71137,7.9478,7.05916
"AT1G03055_P2",0.424559,0.378293,1.11515,2.50934,1.8547,2.00835,1.42362,1.03918,2.26712,0,0.718245,0.494528,0.577417,0.192148,0.217842,0.458995,0,0.197582
"AT1G03060_JS7",0.719715,2.10509,0.444505,0.612945,0.26223,1.74942,2.7921,0.974719,0.530491,0.000288339,1.44035,0.516833,0.728268,1.23358,1.2961,1.09762,1.83e-06,0.0266328
"AT1G03060_P2",10.0014,10.0498,10.8513,8.25009,8.8302,7.30204,4.50823,6.0169,6.89318,8.90407,8.79507,8.374,9.17044,7.54966,8.30647,8.28577,8.51804,8.43958
"AT1G03080.1",31.32,30.5098,30.3611,27.8501,26.9894,27.3577,28.5762,23.9084,25.3321,17.149,17.8306,23.725,18.7107,18.6813,21.2848,18.1592,15.1393,19.3377
"AT1G03080_JC6",0.00174874,1.01e-06,1.06227,2.88e-08,4.84e-06,0.000123403,6.94e-09,2.63025,0.968029,4.27897,4.61146,1.25163,3.70453,3.81572,1.39706,4.81573,5.86358,3.26933
"AT1G03090_P1",0.636367,0.66356,0,0,0.551073,0.0196018,0.0265883,0,1.53e-05,0,0,1.24085,5.49e-05,1.50713,1.42104,0.388825,0.00142133,4.13e-07
"AT1G03090_P2",10.7619,11.1508,11.8448,12.1798,12.4504,13.6119,11.9192,11.9067,12.6705,9.15068,9.13777,7.30891,5.52077,5.66977,7.39717,4.99043,5.22833,3.36912
"AT1G03100_P1",2.34782,2.48072,3.33574,2.64394,2.36559,1.60183,3.28625,2.18693,1.69455,2.29958,1.22611,3.31231,3.10883,2.36423,2.47743,3.68657,3.04884,3.53363
"AT1G03100_s1",1.53587,1.31476,0.880359,1.40258,1.67286,2.73094,1.08173,1.3941,2.17711,1.07124,2.09726,0.49938,1.2405,1.65973,1.41884,1.55053,1.69749,1.2116
"AT1G03190_P1",3.58487,3.61282,2.69804,4.2182,4.79952,6.90515,3.638,2.13798,5.49313,4.49694,3.26978,4.75377,4.78061,5.30313,5.89055,3.73635,4.74974,4.4148
"AT1G03190_s1",3.8574,3.45261,5.23136,3.45407,2.55786,1.09975,3.00497,4.18299,1.30034,2.40315,2.52699,1.68598,1.51326,1.47098,0.34752,3.45306,3.03185,3.26784
"AT1G03210_ID4",8.22608,6.58733,7.39596,4.00593,5.83522,4.56874,4.53486,5.85843,4.39833,7.21181,6.68445,7.42161,2.23206,3.67872,4.00382,4.74889,6.84655,5.16963
"AT1G03210_P1",41.2399,44.7286,48.0913,32.9103,29.6628,26.765,30.924,29.2304,33.902,47.2813,41.3974,45.123,36.2002,29.7664,28.9208,31.4825,29.3405,28.5786
"AT1G03260_c1",1.13761,2.31932,2.52544,1.79886,1.403,2.41207,2.2049,1.93953,2.24759,1.28608,2.13328,2.91372,2.6758,1.91166,1.72066,2.35952,2.56231,3.51989
"AT1G03260_P1",8.93661,8.97492,9.0667,8.28433,8.25972,8.11782,6.02199,7.04802,7.3638,9.19774,8.72065,8.19173,8.55067,10.5085,11.248,8.85898,7.32269,8.36626
"AT1G03290.1",36.6235,40.22,35.3807,25.9525,19.282,25.8142,17.5257,23.9983,28.6803,39.2015,31.4062,37.1115,25.6895,32.2339,24.0034,27.806,24.4818,28.362
"AT1G03290.2",34.4395,28.1599,29.6126,21.6046,24.2175,21.6158,32.6599,27.561,23.8182,28.8972,32.8965,21.3259,13.3764,11.0127,15.3453,9.95083,12.9798,10.8486
"AT1G03310_P1",40.4523,38.6094,39.3913,44.5501,36.1477,44.4807,43.2661,35.5229,42.9702,10.6719,14.3103,16.1871,13.6647,13.9098,14.3247,15.0685,13.5206,17.5467
"AT1G03310_P2",34.6152,38.9812,36.8469,41.6021,45.3075,39.1675,42.7676,50.37,43.8589,15.8835,14.3124,11.2915,15.2729,15.9004,16.49,16.1715,17.3992,14.1462
"AT1G03410.1",1.45778,2.88079,3.65969,3.52304,3.8781,4.28336,3.86472,2.77056,3.34962,1.56671,2.16277,2.22617,2.70382,1.82387,1.55927,2.97124,1.06761,2.10824
"AT1G03410_c1",6.32584,5.32987,4.37796,5.19681,5.22662,5.05451,4.24866,5.46168,4.48894,0.92152,0.622802,0.45368,0.333721,0.899401,1.74235,0.523854,1.42564,1.03508
"AT1G03457_P1",0.954242,1.05535,1.46111,1.70312,1.54066,1.79184,1.44528,1.11292,0.618549,14.6105,16.1724,15.9989,19.2197,20.5893,17.0108,17.4075,17.8964,19.6443
"AT1G03457_P2",0.585046,0.384852,0.265925,0,0.360988,0,0.709601,1.03514,1.15975,10.9662,12.6197,12.383,11.57,9.73726,12.49,14.5034,16.1792,14.3085
"AT1G03470_ID1",1.61486,1.05743,2.78801,3.42633,1.26154,2.3207,2.83567,4.57314,3.69968,3.12331,2.8288,3.93528,2.53962,2.36473,2.36701,3.76177,1.8103,3.70772
"AT1G03470_s2",2.2286,1.76787,9.1e-07,0,2.23302,0,1.2532,0,1.64096,0.00555483,1.98009,1.10223,2.75038,2.53614,0.931326,2.33396,2.26941,2.45167
"AT1G03520_ID4",3.35529,3.31609,4.05926,2.75455,2.40855,3.27146,0.548413,1.98706,0.879626,4.69295,3.96467,5.47082,2.56018,3.89824,2.4114,3.41416,3.90355,2.50256
"AT1G03520_P1",9.04217,8.51668,8.01979,6.39392,5.91736,7.02389,7.18714,5.80837,7.17433,8.87151,9.24379,4.144,4.45868,4.37677,4.82217,4.58391,3.66594,5.51558
"AT1G03550.1",17.5979,15.3271,16.4266,9.63005,11.9286,11.1842,10.1972,11.2577,11.2927,8.5895,10.2292,8.37854,5.45174,4.81998,6.76286,5.84806,6.80564,6.62492
"AT1G03550_ID16",1.76482,1.63879,2.20932,0.450111,1.80868,1.33764,1.03939,1.5207,0.976264,0.434666,0.844227,1.88199,1.69496,1.25762,2.15998,2.55808,1.48726,1.84258
"AT1G03550_P4",1.28862,0.924151,1.42257,1.62642,0.835835,0.739308,0.822705,0.600176,1.10716,2.94252,1.68047,2.29896,1.8273,1.42861,1.27207,0.9203,2.47053,1.33318
"AT1G03770.1",4.18069,3.55762,3.62421,2.44513,3.55103,4.23459,3.36734,3.74612,2.11862,2.46699,1.65492,5.09518,4.75483,0.77769,3.83367,4.17616,3.70904,5.5412
"AT1G03770_ID2",0.564969,1.33783,2.10541,2.27727,1.32441,0.891678,0.972589,0,1.86864,1.55925,3.06663,0,1.50077,5.99008,2.99186,3.80461,4.31066,3.73444
"AT1G03905_P1",1.95935,1.34142,2.97364,1.99542,2.67169,1.60307,1.48293,0.64654,1.31462,5.12622,5.6814,6.10285,7.1238,7.67195,7.33515,6.54484,8.31642,6.5563
"AT1G03905_P3",0.575482,1.65388,0.889143,1.10187,0.741497,0.917989,1.18776,1.81805,1.30668,1.37796,6.35e-09,0.591367,0,0.204626,0.615782,0.291893,0,0.649226
"AT1G03960_c1",0.000173273,3.43866,3.32627,2.50915,3.02099,3.08818,1.43975,0.966027,0.967635,2.14516,0.94429,2.74917,1.04713,2.32327,1.63427,3.01182,1.97708,3.86709
